hito_id,clave_dedup,nombre,direccion,barrio,tipo,distincion,anio,posicion,fuente,fuente_url,confianza,licencia,nota
H163,victor_audio_bar,Victor Audio Bar,Soler 5130,Palermo,ranking_internacional,The World's 50 Best Bars 2025 (51-100),2025,87,The World's 50 Best (sitio oficial),https://www.theworlds50best.com/,alta,no redistribuible; solo datos facticos,
H164,floreria_atlantico,Floreria Atlantico,Arroyo 872,Retiro,ranking_internacional,The World's 50 Best Bars 2025 (51-100),2025,90,The World's 50 Best (sitio oficial),https://www.theworlds50best.com/,alta,no redistribuible; solo datos facticos,
H165,la_americana,La Americana,,Congreso,pizzeria_emblematica,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),2025,,APYCE / prensa,https://apyce.org/pizzerias-emblematicas/,media,no redistribuible,SIN DIRECCION: requiere geocodificacion por nombre+barrio
H166,el_fortin,El Fortin,,Monte Castro,pizzeria_emblematica,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),2025,,APYCE / prensa,https://apyce.org/pizzerias-emblematicas/,media,no redistribuible,SIN DIRECCION: requiere geocodificacion por nombre+barrio
H167,guerrin,Guerrin,,San Nicolas,pizzeria_emblematica,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),2025,,APYCE / prensa,https://apyce.org/pizzerias-emblematicas/,media,no redistribuible,SIN DIRECCION: requiere geocodificacion por nombre+barrio
H168,el_cuartito,El Cuartito,,Retiro,pizzeria_emblematica,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),2025,,APYCE / prensa,https://apyce.org/pizzerias-emblematicas/,media,no redistribuible,SIN DIRECCION: requiere geocodificacion por nombre+barrio
H169,las_cuartetas,Las Cuartetas,,San Nicolas,pizzeria_emblematica,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),2025,,APYCE / prensa,https://apyce.org/pizzerias-emblematicas/,media,no redistribuible,SIN DIRECCION: requiere geocodificacion por nombre+barrio
H170,pin_pun,Pin Pun,,Almagro,pizzeria_emblematica,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),2025,,APYCE / prensa,https://apyce.org/pizzerias-emblematicas/,media,no redistribuible,SIN DIRECCION: requiere geocodificacion por nombre+barrio
H171,casa_burgio,Casa Burgio,,Belgrano,pizzeria_emblematica,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),2025,,APYCE / prensa,https://apyce.org/pizzerias-emblematicas/,media,no redistribuible,SIN DIRECCION: requiere geocodificacion por nombre+barrio
H172,angelin,Angelin,,Villa Crespo,pizzeria_emblematica,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),2025,,APYCE / prensa,https://apyce.org/pizzerias-emblematicas/,media,no redistribuible,SIN DIRECCION: requiere geocodificacion por nombre+barrio
H173,la_mezzetta,La Mezzetta,,Villa Ortuzar,pizzeria_emblematica,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),2025,,APYCE / prensa,https://apyce.org/pizzerias-emblematicas/,media,no redistribuible,SIN DIRECCION: requiere geocodificacion por nombre+barrio
H174,banchero,Banchero,,La Boca,pizzeria_emblematica,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),2025,,APYCE / prensa,https://apyce.org/pizzerias-emblematicas/,media,no redistribuible,SIN DIRECCION: requiere geocodificacion por nombre+barrio
H175,el_cedron,El Cedron,,Mataderos,pizzeria_emblematica,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),2026,,APYCE / prensa,https://www.iprofesional.com/recreo/455688-cuales-son-las-diez-nuevas-pizzerias-emblematicas-de-buenos-aires,baja,no redistribuible,SIN DIRECCION: requiere geocodificacion por nombre+barrio
H176,los_maestros,Los Maestros,,Recoleta,pizzeria_emblematica,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),2026,,APYCE / prensa,https://www.iprofesional.com/recreo/455688-cuales-son-las-diez-nuevas-pizzerias-emblematicas-de-buenos-aires,baja,no redistribuible,SIN DIRECCION: requiere geocodificacion por nombre+barrio
H177,pirilo,Pirilo,,San Telmo,pizzeria_emblematica,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),2026,,APYCE / prensa,https://www.iprofesional.com/recreo/455688-cuales-son-las-diez-nuevas-pizzerias-emblematicas-de-buenos-aires,baja,no redistribuible,SIN DIRECCION: requiere geocodificacion por nombre+barrio
H178,los_campeones,Los Campeones,,Barracas,pizzeria_emblematica,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),2026,,APYCE / prensa,https://www.iprofesional.com/recreo/455688-cuales-son-las-diez-nuevas-pizzerias-emblematicas-de-buenos-aires,baja,no redistribuible,SIN DIRECCION: requiere geocodificacion por nombre+barrio
H179,san_carlos,San Carlos,,Caballito,pizzeria_emblematica,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),2026,,APYCE / prensa,https://www.iprofesional.com/recreo/455688-cuales-son-las-diez-nuevas-pizzerias-emblematicas-de-buenos-aires,baja,no redistribuible,SIN DIRECCION: requiere geocodificacion por nombre+barrio
H180,torino_norte,Torino Norte,,La Paternal,pizzeria_emblematica,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),2026,,APYCE / prensa,https://www.iprofesional.com/recreo/455688-cuales-son-las-diez-nuevas-pizzerias-emblematicas-de-buenos-aires,baja,no redistribuible,SIN DIRECCION: requiere geocodificacion por nombre+barrio
H181,gran_pizzeria_jose,Gran Pizzeria Jose,,Villa Devoto,pizzeria_emblematica,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),2026,,APYCE / prensa,https://www.iprofesional.com/recreo/455688-cuales-son-las-diez-nuevas-pizzerias-emblematicas-de-buenos-aires,baja,no redistribuible,SIN DIRECCION: requiere geocodificacion por nombre+barrio
H182,el_palacio_de_la_pizza,El Palacio de la Pizza,,San Nicolas,pizzeria_emblematica,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),2026,,APYCE / prensa,https://www.iprofesional.com/recreo/455688-cuales-son-las-diez-nuevas-pizzerias-emblematicas-de-buenos-aires,baja,no redistribuible,SIN DIRECCION: requiere geocodificacion por nombre+barrio
H183,el_trebol_1969,El Trebol 1969,,Villa Crespo,pizzeria_emblematica,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),2026,,APYCE / prensa,https://www.iprofesional.com/recreo/455688-cuales-son-las-diez-nuevas-pizzerias-emblematicas-de-buenos-aires,baja,no redistribuible,SIN DIRECCION: requiere geocodificacion por nombre+barrio
H184,san_antonio,San Antonio,,Boedo,pizzeria_emblematica,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),2026,,APYCE / prensa,https://www.iprofesional.com/recreo/455688-cuales-son-las-diez-nuevas-pizzerias-emblematicas-de-buenos-aires,baja,no redistribuible,SIN DIRECCION: requiere geocodificacion por nombre+barrio
H185,santolin,Santolin,,La Paternal,heladeria_historica,Reconocimiento a Heladerias Artesanales Historicas (AFADHYA),2025,,AFADHYA (camara privada) / La Nacion,https://www.afadhya.com.ar/reconocimiento-a-heladerias-artesanales-historicas/,baja,no redistribuible,SIN DIRECCION
H186,tino,Tino,,Caballito,heladeria_historica,Reconocimiento a Heladerias Artesanales Historicas (AFADHYA),2025,,AFADHYA (camara privada) / La Nacion,https://www.afadhya.com.ar/reconocimiento-a-heladerias-artesanales-historicas/,baja,no redistribuible,SIN DIRECCION
H187,el_ciervo,El Ciervo,,Liniers,heladeria_historica,Reconocimiento a Heladerias Artesanales Historicas (AFADHYA),2025,,AFADHYA (camara privada) / La Nacion,https://www.afadhya.com.ar/reconocimiento-a-heladerias-artesanales-historicas/,baja,no redistribuible,SIN DIRECCION
H188,saverio_helados,Saverio Helados,,,heladeria_historica,Reconocimiento a Heladerias Artesanales Historicas (AFADHYA),,,AFADHYA (camara privada) / La Nacion,https://www.afadhya.com.ar/reconocimiento-a-heladerias-artesanales-historicas/,baja,no redistribuible,AFADHYA no es GCBA; ano sin confirmar en 2 de 5
H189,napoli,Napoli,,,heladeria_historica,Reconocimiento a Heladerias Artesanales Historicas (AFADHYA),,,AFADHYA (camara privada) / La Nacion,https://www.afadhya.com.ar/reconocimiento-a-heladerias-artesanales-historicas/,baja,no redistribuible,AFADHYA no es GCBA; ano sin confirmar en 2 de 5
H190,mercado_de_san_telmo,Mercado de San Telmo,Bolivar 954,San Telmo,mercado_o_patrimonio,Monumento Historico Nacional (Decreto 12/2001),2001,,GCBA / Gobierno Nacional / Boletin Oficial,https://www.argentina.gob.ar/capital-humano/cultura/monumentos/mercado-de-san-telmo,alta,documento oficial,
H191,mercado_belgrano,Mercado Belgrano,Av. Juramento 2527,Belgrano,mercado_o_patrimonio,Mercados y Patios Gastronomicos (GCBA),2026,,GCBA / Gobierno Nacional / Boletin Oficial,https://buenosaires.gob.ar/desarrolloeconomico/gastronomia/mercados-y-patios-gastronomicos,media,documento oficial,
H192,mercado_bonpland,Mercado Bonpland,Bonpland 1660,Palermo,mercado_o_patrimonio,Mercados y Patios Gastronomicos (GCBA),2026,,GCBA / Gobierno Nacional / Boletin Oficial,https://buenosaires.gob.ar/desarrolloeconomico/gastronomia/mercados-y-patios-gastronomicos,media,documento oficial,
H193,mercado_san_nicolas,Mercado San Nicolas,,San Nicolas,mercado_o_patrimonio,Mercados y Patios Gastronomicos (GCBA),2026,,GCBA / Gobierno Nacional / Boletin Oficial,https://buenosaires.gob.ar/desarrolloeconomico/gastronomia/mercados-y-patios-gastronomicos,baja,documento oficial,SIN DIRECCION
H194,mercado_del_progreso,Mercado del Progreso,Av. Rivadavia 5430,Caballito,mercado_o_patrimonio,Mercados y Patios Gastronomicos (GCBA),2026,,GCBA / Gobierno Nacional / Boletin Oficial,https://buenosaires.gob.ar/desarrolloeconomico/gastronomia/mercados-y-patios-gastronomicos,media,documento oficial,
H195,patio_de_los_lecheros,Patio de los Lecheros,Av. Tte. Gral. Donato Alvarez 175,Caballito,mercado_o_patrimonio,Mercados y Patios Gastronomicos (GCBA),2026,,GCBA / Gobierno Nacional / Boletin Oficial,https://buenosaires.gob.ar/desarrolloeconomico/gastronomia/mercados-y-patios-gastronomicos,media,documento oficial,
H196,patio_costanera_norte,Patio Costanera Norte,Av. Costanera Rafael Obligado 7010,Palermo,mercado_o_patrimonio,Mercados y Patios Gastronomicos (GCBA),2026,,GCBA / Gobierno Nacional / Boletin Oficial,https://buenosaires.gob.ar/desarrolloeconomico/gastronomia/mercados-y-patios-gastronomicos,media,documento oficial,
H197,patio_rodrigo_bueno,Patio Rodrigo Bueno,Av. Espana 2230,Puerto Madero,mercado_o_patrimonio,Mercados y Patios Gastronomicos (GCBA),2026,,GCBA / Gobierno Nacional / Boletin Oficial,https://buenosaires.gob.ar/desarrolloeconomico/gastronomia/mercados-y-patios-gastronomicos,media,documento oficial,
H198,smart_plaza_patio_parque_patricios,Smart Plaza Patio Parque Patricios,,Parque Patricios,mercado_o_patrimonio,Mercados y Patios Gastronomicos (GCBA),2026,,GCBA / Gobierno Nacional / Boletin Oficial,https://buenosaires.gob.ar/desarrolloeconomico/gastronomia/mercados-y-patios-gastronomicos,baja,documento oficial,SIN DIRECCION
H199,yiyo_el_zeneize,Yiyo el Zeneize,Av. Eva Peron 4402,Parque Avellaneda,mercado_o_patrimonio,Patrimonio historico y cultural inmaterial (Ley CABA 6.533),2021,,GCBA / Gobierno Nacional / Boletin Oficial,https://boletinoficialpdf.buenosaires.gob.ar/util/imagen.php?idn=602315&idf=1,alta,documento oficial,
