reparto,local_id,nombre,direccion,barrio,comuna,deja_de_contarlo,lo_sigue_contando,lado
A3,LOC001952,Costumbres Argentinas,LIMA 31,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC015761,El Noble,Estación Avenida de Mayo [Línea C],Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022164,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022166,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC005149,The Clover,PIEDRAS 84,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022200,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022199,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC008962,Import,Avenida de Mayo 970,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC011097,Grido,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC009013,Café Dalí,Avenida de Mayo 948,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC008619,Dark Bar,Avenida de Mayo 912,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC000523,LA ARGENTINA,DE MAYO AV. 843,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC003931,Mr. Pollo,DE MAYO AV. 937,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC005978,CAFE TORTONI,DE MAYO AV. 825,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC009501,Goya,Avenida de Mayo 901,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022171,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022173,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC010396,El Lago,Tacuari 36,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022170,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022174,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC015777,Club,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022168,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022172,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC005366,nan,TACUARI 21,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC009845,Rush,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC000439,nan,RIVADAVIA 930,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC007782,Bar the Bar,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC004184,Cocoliche,RIVADAVIA 896,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC001011,Red Bell Saloon,RIVADAVIA 846,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022061,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022063,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC001609,SANTA CRUZ,RIVADAVIA 1294;RIVADAVIA 1300;SANTIAGO DEL ESTERO 20;SANTIAGO DEL ESTERO 8;DE MAYO AV. 1297;SANTIAGO DEL ESTERO 40,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC010407,Ugi's,Lima,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC015760,El Palacio de la Cerveza,Av de Mayo 1900,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022165,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022169,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022163,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC008081,Hispano,Salta 20,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC010107,Panchu,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC005994,CANTARES,RIVADAVIA AV. 1180,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A4,LOC005536,nan,MEDRANO AV. 572,Almagro,5.0,R13 · Abasto,Z37 · Almagro,oeste
A4,LOC005680,Panadería Lorenzo,MEDRANO AV. 592,Almagro,5.0,R13 · Abasto,Z37 · Almagro,oeste
A4,LOC004516,nan,CORRIENTES AV. 4011,Almagro,5.0,R13 · Abasto,Z37 · Almagro,oeste
A4,LOC014488,Rotiseria Los Tioz,Avenida Medrano 632,Almagro,5.0,R13 · Abasto,Z37 · Almagro,oeste
A4,LOC025760,nan,nan,Almagro,5.0,R13 · Abasto,Z37 · Almagro,oeste
A4,LOC025761,nan,nan,Almagro,5.0,R13 · Abasto,Z37 · Almagro,oeste
A4,LOC014490,Puerta Medrano,Avenida Medrano 688,Almagro,5.0,R13 · Abasto,Z37 · Almagro,oeste
A4,LOC025770,nan,nan,Almagro,5.0,R13 · Abasto,Z37 · Almagro,oeste
A4,LOC002706,Huma Restobar,HUMAHUACA 3853,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC010705,The Flour Store,Humahuaca,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025803,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025725,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025801,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC004279,La Cresta,BULNES 829,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC014458,Analgama Dibujos,Guardia Vieja 3723,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC007968,Parrilla Nico,Guardia Vieja 3749,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025722,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC000787,Aport,BULNES 891;BULNES 893;BULNES 891;BULNES 893,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025799,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC004944,Daniel,"SALGUERO, JERONIMO 705;HUMAHUACA 3899",Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC003036,Kaizen Almagro,"GOMEZ, VALENTIN 3519;GOMEZ, VALENTIN 3521;GOMEZ, VALENTIN 3523;GOMEZ, VALENTIN 3519;GOMEZ, VALENTIN 3521;GOMEZ, VALENTIN 3523;GOMEZ, VALENTIN 3519;GOMEZ, VALENTIN 3521;GOMEZ, VALENTIN 3523",Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC014475,Heladería Venezia Roma,Sánchez de Bustamante 450,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC014476,MTG Pirulo,Sánchez de Bustamante 466,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025688,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025731,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025687,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC014473,Pizza Bum,"Abasto Shopping, Avenida Corrientes 3247",Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC001156,Fabrica de Pizzas Abasto,CORRIENTES AV. 3512,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025689,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC014472,Cuzco Hatuchay,Avenida Corrientes 3528,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC014471,Los Trujillanitos,"Avenida Corrientes, 3564",Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC014470,La Casa del Queso,Avenida Corrientes 3587,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC001109,Vanshelato,CORRIENTES AV. 3601,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025708,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025683,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025667,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025710,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC003626,Ruskaasushi,MEDRANO AV. 501,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025723,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC014477,Inka Restaurant Peruano,M Bravo 456,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC014478,Manger Bakery,Bulnes 658,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025721,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC002118,La Cocina de Juance,"SALGUERO, JERONIMO 530",Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC014479,Granitas,Valentín Gómez 3869,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC001784,En ayunas café,"SALGUERO, JERONIMO 572",Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025812,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025837,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025841,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025840,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC009944,Morita,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC004937,nan,CORRIENTES AV. 3828,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC009376,Roses,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC000854,Los Sabios Restaurante Vegetariano,CORRIENTES AV. 3733,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC009946,La Continental - Almagro,Avenida Corrientes 3701,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025682,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025727,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC001831,Café Martínez,CORRIENTES AV. 3799,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025693,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025732,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025814,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC008141,Imperio Cocina Porteña,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC014485,Pizzeria Imperio,Avenida Corrientes 4000,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC014486,EpaChamo.ar,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC014487,Pan de Queso Brasil,Avenida Corrientes 3891,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC004997,PIN-PUN,CORRIENTES AV. 3961;CORRIENTES AV. 3963,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC002482,nan,"SALGUERO, JERONIMO 614",Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC010420,Sabores Express,Avenida Corrientes 3981,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC005265,nan,BULNES 738,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC014467,Cantina la Maroma,Mario Bravo 584,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025715,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC001956,nan,"DEL LIBERTADOR AV. 2300;DIAZ, CNEL. AV. 2765",Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC004424,Pizzeria C y G,"BRAVO, MARIO 610",Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025726,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC002725,Doña Cocina Tipo Casa,HUMAHUACA 3800,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC007976,Doña,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC014466,Deniro Hamburguesería,Humahuaca 3841,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025802,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025852,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025792,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025851,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC003498,Los 3 Hermanos,MEDRANO AV. 655;MEDRANO AV. 657,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025850,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC007902,La Reina Kunti,Humahuaca 3461,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC009306,El Banderín,Guardia Vieja 3601,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025662,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025645,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC014463,La Fresca,Billinghurst 784,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025650,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025862,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025730,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC014459,Doña Empaná,Guardia Vieja 3700,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC002618,nan,GUARDIA VIEJA 3796,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC014460,La Vieja Guarida,Guardia Vieja 3777,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025724,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025728,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025729,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC007301,El Rincon Organico,Bulnes 910,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025842,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC003141,Pierino,LAVALLE 3502,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025648,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A4,LOC025711,nan,nan,Almagro,5.0,Z37 · Almagro,R13 · Abasto,este
A5,LOC007077,THE COUSINS,"PUEYRREDON, HONORIO, DR. AV. 1295",Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC018488,nan,nan,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC018430,nan,nan,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC008871,Sobek Bowling & Drinks,General Martín de Gainza 1067,Caballito,6.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC026723,nan,nan,Caballito,6.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC009918,Full,nan,Caballito,6.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC026689,nan,nan,Caballito,6.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC014621,Vinoteca Dionisos,Avenida Gaona 1272,Caballito,6.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC010281,La 10,nan,Caballito,6.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC003797,nan,GAONA AV. 1120,Caballito,6.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC027085,nan,nan,Caballito,6.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC014615,Pizzeria Darle,Av San Martín 602,Caballito,6.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC014616,Buenos Aires,Av. S. Martín 780,Caballito,6.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC014617,Parrilla la 10,General Martín de Gainza 1091,Caballito,6.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC014618,pizza up,Avenida Gaona 1235,Caballito,6.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC027087,nan,nan,Caballito,6.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC014619,La Parrillita De Adrogué,Avenida San Martín 1204,Caballito,6.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC014614,Cosmos Bar Oficial,nan,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC018493,nan,nan,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC026902,nan,nan,Caballito,6.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC026895,nan,nan,Caballito,6.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC014581,Lin Yunjian,AV.SAN MARTIN 2221 P/D: ,Paternal,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC005513,Bon Appétit,GAONA AV. 1303,Caballito,6.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC027088,nan,nan,Caballito,6.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC014620,Asociacion Circulo Italo Argentino,Teniente Gral. Manuel A. Rodríguez 1191,Caballito,6.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC014622,Robyno Café de Especialidad,Avenida San Martín 1326,Caballito,6.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC014623,Pizzeria Pinocho,Avenida San Martín 1345,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC014624,Bonafide,nan,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC014625,La Europea Pizzas,Avenida San Martín 1425,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC018562,nan,nan,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC002905,FRANKFURT,"PUEYRREDON, HONORIO, DR. AV. 1123",Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC018431,nan,nan,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC011008,Helados Chungo,Antezana 570,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC018576,nan,nan,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC008918,El Desembarco,Avenida Doctor Honorio Pueyrredón 1151,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC018447,nan,nan,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC010957,Vickens,Rojas 1259,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC018526,nan,nan,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC007956,Crack,nan,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC014626,Pizzeria El Golpe,Avenida San Martín 1401,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC014627,Llamasté,Coronel Apolinario D. Figueroa 695,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC001245,nan,"FIGUEROA, D. APOLINARIO, CORONEL 675",Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC018595,nan,nan,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC014628,Rumia Nuevos Apetitos,Luis Viale 701,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC018529,nan,nan,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC018530,nan,nan,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC018551,nan,nan,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC000710,CAFE DE GARCIA,SAN MARTIN AV. 1828,Caballito,6.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC026883,nan,nan,Caballito,6.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC014635,Arlequín Café,Avenida San Martín 1929,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC014587,Modo Muzza,Doctor Luis Beláustegui 929,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC018601,nan,nan,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC000343,Bilbo Café,"BELAUSTEGUI, LUIS, Dr. 802;BELAUSTEGUI, LUIS, Dr. 804",Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC018528,nan,nan,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC009422,La blonde,Avenida Doctor Honorio Pueyrredón 1443,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC014593,Love in Roll,Avenida Honorio Pueyrredón 1483,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC018425,nan,nan,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC009483,Darién,Avenida Doctor Honorio Pueyrredón 1534,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC014594,Ipa,Avenida Honorio Pueyrredón 1546,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC018429,nan,nan,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC014570,Cantina del Pari,Batalla de Pari 700,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC006088,CUTTER'S CAFE,"PUEYRREDON, HONORIO, DR. AV. y JUSTO, JUAN B. AV.",Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC018459,nan,nan,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC014567,El Pasaje Restaurant,Rojas 2050,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC018577,nan,nan,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC004296,Pana Miluar,CASAFOUST 699,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC018557,nan,nan,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC018556,nan,nan,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC009199,Iberia,Avenida Doctor Honorio Pueyrredón,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC007710,La Esquina,Espinosa,Villa Crespo,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC018035,nan,nan,Paternal,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC018034,nan,nan,Paternal,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC018053,nan,nan,Paternal,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC018032,nan,nan,Paternal,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC000173,nan,FRAGATA Pres. SARMIENTO 1943,Paternal,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC018036,nan,nan,Paternal,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC010530,Big Pizza,nan,Paternal,15.0,R08 · Villa Crespo,R21 · La Paternal,sudsudoeste
A5,LOC002111,nan,WARNES AV. 745,Villa Crespo,15.0,R21 · La Paternal,R08 · Villa Crespo,nornoreste
A5,LOC018552,nan,nan,Villa Crespo,15.0,R21 · La Paternal,R08 · Villa Crespo,nornoreste
A5,LOC018534,nan,nan,Villa Crespo,15.0,R21 · La Paternal,R08 · Villa Crespo,nornoreste
A5,LOC018550,nan,nan,Villa Crespo,15.0,R21 · La Paternal,R08 · Villa Crespo,nornoreste
A5,LOC018539,nan,nan,Villa Crespo,15.0,R21 · La Paternal,R08 · Villa Crespo,nornoreste
A5,LOC007139,WALF II FAST FOOD,THAMES 99,Villa Crespo,15.0,R21 · La Paternal,R08 · Villa Crespo,nornoreste
A5,LOC014564,Lula Bar,Avenida Sir Alexander Fleming 994,Villa Crespo,15.0,R21 · La Paternal,R08 · Villa Crespo,nornoreste
A5,LOC014563,Barnes,Avenida Warnes 913,Villa Crespo,15.0,R21 · La Paternal,R08 · Villa Crespo,nornoreste
A5,LOC018537,nan,nan,Villa Crespo,15.0,R21 · La Paternal,R08 · Villa Crespo,nornoreste
A5,LOC002720,Restaurante Toto,WARNES AV. 1007,Villa Crespo,15.0,R21 · La Paternal,R08 · Villa Crespo,nornoreste
A5,LOC003223,nan,THAMES 32;MARTINEZ ROSAS 1001,Villa Crespo,15.0,R21 · La Paternal,R08 · Villa Crespo,nornoreste
A5,LOC014566,Los Pilares Pizzería Delivery,Av J B Justo 3124,Villa Crespo,15.0,R21 · La Paternal,R08 · Villa Crespo,nornoreste
