capa,polo,polo_nombre,pieza,que,orden,calle,clave_callejero,largo_m,altura_desde,altura_hasta,tramos_unidos
el borde publicado hoy,R15,Devoto,1,hueco 2,5,"PAZ, MARCOS",PAZ MARCOS,88.3,3702-3800 / 3701-3799,3702-3800 / 3701-3799,1
el borde publicado hoy,R15,Devoto,1,hueco 2,6,"MORAN, PEDRO",MORAN PEDRO,112.4,4402-4500 / 4401-4499,4402-4500 / 4401-4499,1
el borde publicado hoy,R15,Devoto,1,hueco 2,7,SEGUROLA AV.,SEGUROLA AV,68.2,3702-3800 / 3701-3799,3702-3800 / 3701-3799,1
el borde publicado hoy,R15,Devoto,1,hueco 2,8,ASUNCION,ASUNCION,80.3,4302-4400 / 4301-4399,4302-4400 / 4301-4399,1
el borde publicado hoy,R15,Devoto,1,hueco 2,9,NUEVA YORK,NUEVA YORK,52.2,4352-4400 / 4351-4399,4352-4400 / 4351-4399,1
el borde publicado hoy,R15,Devoto,1,hueco 2,10,"GUTIERREZ, RICARDO",GUTIERREZ RICARDO,32.1,s/n / 4401-4429,s/n / 4401-4429,1
el borde publicado hoy,R15,Devoto,1,hueco 2,11,"CARRIL, SALVADOR MARIA DEL AV.",CARRIL SALVADOR MARIA DEL AV,168.5,4302-4400 / s/n,4402-4470 / 4401-4469,1
el borde publicado hoy,R15,Devoto,1,hueco 2,12,"GUTIERREZ, RICARDO",GUTIERREZ RICARDO,68.2,s/n / 4449-4499,4402-4500 / s/n,1
el borde publicado hoy,R15,Devoto,1,hueco 2,13,"CARRIL, SALVADOR MARIA DEL AV.",CARRIL SALVADOR MARIA DEL AV,112.4,4502-4600 / s/n,4502-4600 / s/n,1
el borde publicado hoy,R15,Devoto,1,hueco 2,14,"JUAREZ, BENITO",JUAREZ BENITO,64.2,4002-4100 / 4001-4099,4002-4100 / 4001-4099,1
el borde publicado hoy,R15,Devoto,1,hueco 2,15,NUEVA YORK,NUEVA YORK,76.2,4602-4700 / 4601-4699,4602-4700 / 4601-4699,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,1,"PAZ, GRAL. AV.",PAZ GRAL AV,540.2,4902-5000 / s/n,4502-4890 / s/n,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,2,AIZPURUA,AIZPURUA,68.0,3702-3750 / 3701-3749,3702-3750 / 3701-3749,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,3,"FERNANDEZ, MACEDONIO",FERNANDEZ MACEDONIO,68.0,6002-6100 / 6001-6099,6002-6100 / 6001-6099,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,4,BANCHS ENRIQUE,BANCHS ENRIQUE,32.0,3656-3700 / 3661-3699,3656-3700 / 3661-3699,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,5,"FERNANDEZ, MACEDONIO",FERNANDEZ MACEDONIO,80.0,5902-6000 / 5901-5999,5902-6000 / 5901-5999,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,6,STORNI ALFONSINA,STORNI ALFONSINA,44.0,3702-3750 / 3701-3749,3702-3750 / 3701-3749,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,7,"WILLIAMS, ALBERTO",WILLIAMS ALBERTO,120.0,5902-5966 / 5901-5949,5852-5900 / 5851-5899,2
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,8,"FERNANDEZ, MACEDONIO",FERNANDEZ MACEDONIO,32.0,5602-5700 / 5601-5699,5602-5700 / 5601-5699,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,9,"GUTTERO, ALFREDO",GUTTERO ALFREDO,60.0,3626-3700 / 3625-3699,3626-3700 / 3625-3699,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,10,"FERNANDEZ, MACEDONIO",FERNANDEZ MACEDONIO,32.0,5602-5700 / 5601-5699,5602-5700 / 5601-5699,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,11,"GUTTERO, ALFREDO",GUTTERO ALFREDO,36.0,3602-3624 / 3601-3623,3602-3624 / 3601-3623,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,12,ANDONAEGUI,ANDONAEGUI,52.0,3652-3700 / 3651-3699,3652-3700 / 3651-3699,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,13,TRIUNVIRATO AV.,TRIUNVIRATO AV,84.0,5902-6100 / 5901-6099,5902-6100 / 5901-6099,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,14,"LARRALDE, CRISOLOGO AV.",LARRALDE CRISOLOGO AV,116.0,5202-5300 / 5201-5299,5202-5300 / 5201-5299,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,15,DIAZ COLODRERO,DIAZ COLODRERO,112.0,3502-3600 / 3501-3599,3502-3600 / 3501-3599,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,16,PACHECO,PACHECO,112.0,3502-3600 / 3501-3599,3502-3600 / 3501-3599,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,17,NUÑEZ,NUNEZ,72.0,5002-5100 / 5001-5099,5002-5100 / 5001-5099,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,18,GALVAN,GALVAN,68.0,3446-3500 / 3451-3499,3446-3500 / 3451-3499,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,19,SHAKESPEARE,SHAKESPEARE,52.0,4902-5000 / 4901-4999,4902-5000 / 4901-4999,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,20,VALDENEGRO,VALDENEGRO,40.0,3452-3500 / 3451-3499,3452-3500 / 3451-3499,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,21,MILLER,MILLER,116.0,3402-3500 / 3401-3499,3402-3500 / 3401-3499,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,22,NUÑEZ,NUNEZ,132.0,4702-4800 / 4701-4799,4602-4700 / 4601-4699,2
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,23,"ACHA, MARIANO, GRAL.",ACHA MARIANO GRAL,60.0,3502-3600 / 3501-3599,3502-3600 / 3501-3599,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,24,NUÑEZ,NUNEZ,76.0,4502-4600 / 4501-4599,4502-4600 / 4501-4599,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,25,MACHAIN,MACHAIN,140.0,3402-3500 / 3401-3499,3402-3500 / 3401-3499,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,26,"PEDRAZA, MANUELA",PEDRAZA MANUELA,60.0,4402-4500 / 4401-4499,4402-4500 / 4401-4499,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,27,"MERCADER, EMIR",MERCADER EMIR,56.0,4302-4400 / 4301-4399,4302-4400 / 4301-4399,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,28,MACHAIN,MACHAIN,44.0,3302-3350 / 3301-3349,3302-3350 / 3301-3349,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,29,"TAMBORINI, JOSE PASCUAL",TAMBORINI JOSE PASCUAL,52.0,4402-4500 / 4401-4499,4402-4500 / 4401-4499,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,30,"ACHA, MARIANO, GRAL.",ACHA MARIANO GRAL,96.0,3202-3300 / 3201-3299,3202-3300 / 3201-3299,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,31,IBERA,IBERA,72.0,4502-4600 / 4501-4599,4502-4600 / 4501-4599,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,32,LUGONES,LUGONES,40.0,3102-3200 / 3101-3199,3102-3200 / 3101-3199,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,33,MILLER,MILLER,88.0,3102-3200 / 3101-3199,3102-3200 / 3101-3199,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,34,QUESADA,QUESADA,72.0,4702-4800 / 4701-4799,4702-4800 / 4701-4799,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,35,VALDENEGRO,VALDENEGRO,232.1,3002-3100 / 3001-3099,2802-2900 / 2801-2899,3
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,36,NAHUEL HUAPI,NAHUEL HUAPI,84.0,4602-4700 / 4601-4699,4602-4700 / 4601-4699,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,37,MILLER,MILLER,200.1,2702-2800 / 2701-2799,2610-2700 / 2609-2699,2
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,38,ROOSEVELT FRANKLIN D.,ROOSEVELT FRANKLIN D,76.0,4602-4700 / 4601-4699,4602-4700 / 4601-4699,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,39,VALDENEGRO,VALDENEGRO,40.0,2502-2600 / 2501-2599,2502-2600 / 2501-2599,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,40,MONROE,MONROE,92.0,4602-4760 / 4601-4699,4602-4760 / 4601-4699,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,41,BLANCO ENCALADA,BLANCO ENCALADA,88.0,4502-4600 / 4501-4599,4502-4600 / 4501-4599,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,42,MILLER,MILLER,156.1,2302-2400 / 2301-2399,2202-2300 / 2201-2299,2
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,43,MENDOZA,MENDOZA,80.0,4502-4600 / 4501-4599,4502-4600 / 4501-4599,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,44,MILLER,MILLER,84.0,2102-2200 / 2101-2199,2102-2200 / 2101-2199,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,45,JURAMENTO,JURAMENTO,32.0,4602-4700 / 4601-4699,4602-4700 / 4601-4699,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,46,MILLER,MILLER,80.0,2002-2100 / 2001-2099,2002-2100 / 2001-2099,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,47,ECHEVERRIA,ECHEVERRIA,60.0,4602-4700 / 4601-4699,4602-4700 / 4601-4699,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,48,MILLER,MILLER,200.1,1902-2000 / 1901-1999,1802-1900 / 1801-1899,2
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,49,LUGONES,LUGONES,92.0,1702-1800 / 1701-1799,1702-1800 / 1701-1799,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,50,ALVAREZ THOMAS AV.,ALVAREZ THOMAS AV,44.0,2302-2400 / 2301-2399,2302-2400 / 2301-2399,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,51,BALLIVIAN,BALLIVIAN,32.0,2202-2300 / 2201-2299,2202-2300 / 2201-2299,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,52,COMBATIENTES DE MALVINAS AV.,COMBATIENTES DE MALVINAS AV,80.0,3402-3500 / 3401-3499,3402-3500 / 3401-3499,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,53,TRIUNVIRATO AV.,TRIUNVIRATO AV,88.0,3902-4000 / 3901-3989,3902-4000 / 3901-3989,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,54,GINEBRA,GINEBRA,40.0,3902-4000 / 3901-3999,3902-4000 / 3901-3999,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,55,BERNA,BERNA,32.0,2302-2350 / 2301-2349,2302-2350 / 2301-2349,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,56,LA HAYA,LA HAYA,56.0,4002-4100 / 4001-4099,4002-4100 / 4001-4099,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,57,CADIZ,CADIZ,84.0,4002-4100 / 4001-4099,4002-4100 / 4001-4099,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,58,"VICTORICA, BENJAMIN, GENERAL, AV.",VICTORICA BENJAMIN GENERAL AV,32.0,2502-2550 / 2501-2549,2502-2550 / 2501-2549,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,59,LONDRES,LONDRES,192.1,4102-4200 / 4101-4199,4202-4328 / 4201-4299,2
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,60,BAUNESS,BAUNESS,56.0,1652-1692 / 1651-1691,1652-1692 / 1651-1691,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,61,LIVERPOOL,LIVERPOOL,44.0,2852-2900 / 2851-2899,2852-2900 / 2851-2899,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,62,BUCARELLI,BUCARELLI,32.0,1636-1660 / 1635-1659,1636-1660 / 1635-1659,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,63,LIVERPOOL,LIVERPOOL,124.0,2902-3000 / 2901-2999,2902-3000 / 2901-2999,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,64,GIRIBONE,GIRIBONE,132.0,3002-3100 / 3001-3099,3102-3200 / 3101-3199,2
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,65,ALTOLAGUIRRE,ALTOLAGUIRRE,44.0,1602-1700 / 1601-1699,1602-1700 / 1601-1699,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,66,GIRIBONE,GIRIBONE,60.0,3202-3300 / 3201-3299,3202-3300 / 3201-3299,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,67,BURELA,BURELA,72.0,1602-1700 / 1601-1699,1602-1700 / 1601-1699,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,68,GIRIBONE,GIRIBONE,48.0,3302-3400 / 3301-3393,3302-3400 / 3301-3393,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,69,CERETTI,CERETTI,60.0,1602-1700 / 1601-1699,1602-1700 / 1601-1699,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,70,DE LOS CONSTITUYENTES AV.,DE LOS CONSTITUYENTES AV,52.0,3902-4000 / 3901-3999,3902-4000 / 3901-3999,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,71,ASUNCION,ASUNCION,80.0,2102-2200 / 2101-2199,2102-2200 / 2101-2199,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,72,NUEVA YORK,NUEVA YORK,80.0,2152-2200 / 2151-2199,2152-2200 / 2151-2199,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,73,GAVILAN,GAVILAN,72.0,4002-4100 / 4001-4099,4002-4100 / 4001-4099,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,74,"CARRIL, SALVADOR MARIA DEL AV.",CARRIL SALVADOR MARIA DEL AV,48.0,2152-2200 / 2151-2199,2152-2200 / 2151-2199,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,75,"HALL, BASILIO",HALL BASILIO,40.0,4002-4100 / 4001-4099,4002-4100 / 4001-4099,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,76,"CARRIL, SALVADOR MARIA DEL AV.",CARRIL SALVADOR MARIA DEL AV,44.0,2102-2150 / 2101-2149,2102-2150 / 2101-2149,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,77,DE LOS CONSTITUYENTES AV.,DE LOS CONSTITUYENTES AV,44.0,4002-4100 / 4001-4099,4002-4100 / 4001-4099,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,78,LA PAMPA,LA PAMPA,36.0,5902-6000 / 5901-5999,5902-6000 / 5901-5999,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,79,DE LOS CONSTITUYENTES AV.,DE LOS CONSTITUYENTES AV,76.0,4102-4200 / 4101-4173,4102-4200 / 4101-4173,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,80,ECHEVERRIA,ECHEVERRIA,44.0,5802-5900 / 5801-5899,5802-5900 / 5801-5899,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,81,DE LOS CONSTITUYENTES AV.,DE LOS CONSTITUYENTES AV,40.0,4242-4300 / 4201-4275,4242-4300 / 4201-4275,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,82,TARTAGAL PJE.,TARTAGAL PJE,44.0,5802-5900 / 5801-5899,5802-5900 / 5801-5899,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,83,DE LOS CONSTITUYENTES AV.,DE LOS CONSTITUYENTES AV,40.0,4320-4400 / 4301-4399,4320-4400 / 4301-4399,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,84,JURAMENTO,JURAMENTO,44.0,5802-5900 / 5801-5899,5802-5900 / 5801-5899,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,85,DE LOS CONSTITUYENTES AV.,DE LOS CONSTITUYENTES AV,64.0,4402-4500 / 4401-4499,4402-4500 / 4401-4499,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,86,MENDOZA,MENDOZA,48.0,5802-5900 / 5801-5899,5802-5900 / 5801-5899,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,87,DE LOS CONSTITUYENTES AV.,DE LOS CONSTITUYENTES AV,64.0,4502-4600 / 4501-4599,4502-4600 / 4501-4599,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,88,"FOULLIER, FELIX O.",FOULLIER FELIX O,36.0,5802-5900 / 5801-5899,5802-5900 / 5801-5899,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,89,DE LOS CONSTITUYENTES AV.,DE LOS CONSTITUYENTES AV,276.1,4602-4700 / 4601-4699,s/n / 4801-4899,3
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,90,MONROE,MONROE,32.0,5802-5900 / 5801-5899,5802-5900 / 5801-5899,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,91,DE LOS CONSTITUYENTES AV.,DE LOS CONSTITUYENTES AV,196.1,s/n / 4901-4949,s/n / 5001-5099,2
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,92,CULLEN,CULLEN,40.0,5802-5900 / 5801-5899,5802-5900 / 5801-5899,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,93,DE LOS CONSTITUYENTES AV.,DE LOS CONSTITUYENTES AV,56.0,5102-5200 / 5101-5199,5102-5200 / 5101-5199,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,94,"RIVERA, PEDRO I., DR.",RIVERA PEDRO I DR,52.0,5802-5900 / 5801-5899,5802-5900 / 5801-5899,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,95,DE LOS CONSTITUYENTES AV.,DE LOS CONSTITUYENTES AV,48.0,5202-5300 / 5201-5299,5202-5300 / 5201-5299,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,96,NAHUEL HUAPI,NAHUEL HUAPI,108.0,5802-5900 / 5801-5899,5802-5900 / 5801-5899,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,97,"LE BRETON, TOMAS A.",LE BRETON TOMAS A,36.0,5870-5900 / 5901-5999,5802-5868 / 5801-5899,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,98,ACHEGA,ACHEGA,36.0,2902-2950 / 2901-2949,2902-2950 / 2901-2949,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,99,TALAVERA,TALAVERA,36.0,5802-5900 / 5801-5899,5802-5900 / 5801-5899,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,100,CONGRESO AV.,CONGRESO AV,52.0,5802-5900 / 5801-5899,5802-5900 / 5801-5899,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,101,ACHEGA,ACHEGA,56.0,3002-3100 / 3001-3099,3002-3100 / 3001-3099,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,102,QUESADA,QUESADA,88.0,5902-6000 / 5901-5999,5902-6000 / 5901-5999,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,103,AIZPURUA,AIZPURUA,88.0,3102-3200 / 3101-3199,3102-3200 / 3101-3199,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,104,IBERA,IBERA,92.0,5902-6000 / 5901-5999,5902-6000 / 5901-5999,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,105,ACHEGA,ACHEGA,92.0,3202-3300 / 3201-3299,3202-3300 / 3201-3299,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,106,"TAMBORINI, JOSE PASCUAL",TAMBORINI JOSE PASCUAL,80.0,6002-6100 / 6001-6099,6002-6100 / 6001-6099,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,107,ZADO,ZADO,88.0,3302-3400 / 3301-3399,3302-3400 / 3301-3399,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,108,"PEDRAZA, MANUELA",PEDRAZA MANUELA,144.0,6202-6308 / 6201-6299,6310-6400 / 6301-6399,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,109,DE LOS CONSTITUYENTES AV.,DE LOS CONSTITUYENTES AV,112.0,6002-6100 / 6001-6099,6002-6100 / 6001-6099,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,110,PIRAN,PIRAN,44.0,6302-6400 / 6301-6399,6302-6400 / 6301-6399,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,111,DE LOS CONSTITUYENTES AV.,DE LOS CONSTITUYENTES AV,96.0,6102-6124 / 6101-6127,6126-6200 / 6129-6199,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,112,NUÑEZ,NUNEZ,44.0,6302-6400 / 6301-6399,6302-6400 / 6301-6399,1
el borde publicado hoy,R17,Villa Urquiza,1,contorno exterior,113,DE LOS CONSTITUYENTES AV.,DE LOS CONSTITUYENTES AV,104.0,6202-6300 / 6201-6299,6202-6300 / 6201-6299,1
el borde publicado hoy,R17,Villa Urquiza,2,contorno exterior,1,JURAMENTO,JURAMENTO,172.2,4202-4300 / 4201-4299,4102-4200 / 4101-4199,2
el borde publicado hoy,R17,Villa Urquiza,2,contorno exterior,2,PLAZA,PLAZA,64.1,2002-2100 / 2021-2099,2002-2100 / 2021-2099,1
el borde publicado hoy,R17,Villa Urquiza,2,contorno exterior,3,ECHEVERRIA,ECHEVERRIA,76.1,4002-4088 / 4001-4099,4090-4100 / 4101-4121,1
el borde publicado hoy,R17,Villa Urquiza,2,contorno exterior,4,MARTIRES PALOTINOS,MARTIRES PALOTINOS,32.0,4138-4150 / 4137-4149,4138-4150 / 4137-4149,1
el borde publicado hoy,R17,Villa Urquiza,2,contorno exterior,5,HOLMBERG,HOLMBERG,76.1,2002-2100 / 2001-2099,2002-2100 / 2001-2099,1
el borde publicado hoy,R17,Villa Urquiza,2,contorno exterior,6,ECHEVERRIA,ECHEVERRIA,48.0,4102-4200 / 4123-4199,4102-4200 / 4123-4199,1
el borde publicado hoy,R17,Villa Urquiza,2,contorno exterior,7,PLAZA,PLAZA,48.0,1952-2000 / 1951-1999,1952-2000 / 1951-1999,1
el borde publicado hoy,R17,Villa Urquiza,2,contorno exterior,8,"PADILLA, MANUEL",PADILLA MANUEL,56.1,4002-4100 / 4001-4099,4002-4100 / 4001-4099,1
el borde publicado hoy,R17,Villa Urquiza,2,contorno exterior,9,"SUCRE, ANTONIO JOSE DE, MCAL.",SUCRE ANTONIO JOSE DE MCAL,48.0,4002-4100 / 4001-4099,4002-4100 / 4001-4099,1
el borde publicado hoy,R17,Villa Urquiza,2,contorno exterior,10,PLAZA,PLAZA,44.0,1852-1900 / 1851-1899,1852-1900 / 1851-1899,1
el borde publicado hoy,R17,Villa Urquiza,2,contorno exterior,11,PUENTE DEL INCA,PUENTE DEL INCA,44.0,4002-4100 / 4001-4099,4002-4100 / 4001-4099,1
el borde publicado hoy,R17,Villa Urquiza,2,contorno exterior,12,PLAZA,PLAZA,72.1,1702-1800 / 1701-1799,1702-1800 / 1701-1799,1
el borde publicado hoy,R17,Villa Urquiza,2,contorno exterior,13,HOLMBERG,HOLMBERG,56.1,1702-1800 / 1701-1799,1702-1800 / 1701-1799,1
el borde publicado hoy,R17,Villa Urquiza,2,contorno exterior,14,"PINO, VIRREY DEL",PINO VIRREY DEL,80.1,4002-4100 / 4001-4099,4002-4100 / 4001-4099,1
el borde publicado hoy,R17,Villa Urquiza,2,contorno exterior,15,HOLMBERG,HOLMBERG,32.0,1602-1700 / 1601-1699,1602-1700 / 1601-1699,1
el borde publicado hoy,R17,Villa Urquiza,2,contorno exterior,16,"PINO, VIRREY DEL",PINO VIRREY DEL,52.1,4102-4200 / 4101-4199,4102-4200 / 4101-4199,1
el borde publicado hoy,R17,Villa Urquiza,2,contorno exterior,17,DONADO,DONADO,64.1,1602-1700 / 1601-1699,1602-1700 / 1601-1699,1
el borde publicado hoy,R17,Villa Urquiza,2,contorno exterior,18,"PINO, VIRREY DEL",PINO VIRREY DEL,180.2,4202-4300 / 4201-4299,4302-4400 / 4301-4399,1
el borde publicado hoy,R17,Villa Urquiza,2,contorno exterior,19,"ACHA, MARIANO, GRAL.",ACHA MARIANO GRAL,100.1,1702-1800 / 1701-1799,1702-1800 / 1701-1799,1
el borde publicado hoy,R17,Villa Urquiza,2,contorno exterior,20,LA PAMPA,LA PAMPA,76.1,4302-4400 / 4301-4399,4302-4400 / 4301-4399,1
el borde publicado hoy,R17,Villa Urquiza,2,contorno exterior,21,DONADO,DONADO,92.1,1802-1900 / 1801-1899,1802-1900 / 1801-1899,1
el borde publicado hoy,R17,Villa Urquiza,2,contorno exterior,22,"SUCRE, ANTONIO JOSE DE, MCAL.",SUCRE ANTONIO JOSE DE MCAL,32.0,4202-4300 / 4201-4299,4202-4300 / 4201-4299,1
el borde publicado hoy,R17,Villa Urquiza,2,contorno exterior,23,DONADO,DONADO,84.1,1902-2000 / 1901-1999,1902-2000 / 1901-1999,1
el borde publicado hoy,R17,Villa Urquiza,2,contorno exterior,24,ECHEVERRIA,ECHEVERRIA,40.0,4202-4300 / 4201-4299,4202-4300 / 4201-4299,1
el borde publicado hoy,R17,Villa Urquiza,2,contorno exterior,25,DONADO,DONADO,76.1,2002-2100 / 2001-2099,2002-2100 / 2001-2099,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,1,GIRARDOT,GIRARDOT,44.0,102-200 / 101-199,102-200 / 101-199,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,2,"ARENAL, CONCEPCION",ARENAL CONCEPCION,72.0,4602-4700 / 4601-4699,4602-4700 / 4601-4699,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,3,CALDAS,CALDAS,80.0,112-200 / 111-199,112-200 / 111-199,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,4,"ARENAL, CONCEPCION",ARENAL CONCEPCION,32.0,4502-4600 / 4501-4599,4502-4600 / 4501-4599,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,5,ITURRI,ITURRI,104.0,102-200 / 101-199,102-200 / 101-199,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,6,OTERO,OTERO,100.0,102-200 / 101-199,102-200 / 101-199,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,7,RODNEY,RODNEY,108.0,102-200 / 101-199,102-200 / 101-199,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,8,"ARENAL, CONCEPCION",ARENAL CONCEPCION,56.0,4202-4300 / 4201-4299,4202-4300 / 4201-4299,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,9,RODNEY,RODNEY,152.0,202-300 / 201-299,302-400 / 301-399,2
