local_id,polo_id,polo_final,polo_unido,barrio,comuna
LOC010817,P086,P086,P086,Palermo,14.0
LOC010818,P072,P072-5,P072-5,Colegiales,13.0
LOC010819,P072,P072-2,P072-2,Palermo,14.0
LOC010820,P031,P031,P031,Velez Sarsfield,10.0
LOC010821,P074,P074,P074,Villa Crespo,15.0
LOC010822,P072,,,Belgrano,13.0
LOC010823,P069,P069,P069,Belgrano,13.0
LOC010824,P065,P065,P065,Palermo,14.0
LOC010825,P053,P053,P053,Caballito,6.0
LOC010826,P072,,,Belgrano,13.0
LOC010827,P072,,,Belgrano,13.0
LOC010828,,,,Constitucion,1.0
LOC010829,P051,P051,P051,Constitucion,1.0
LOC010830,P051,P051,P051,Constitucion,1.0
LOC010831,P051,P051,P051,Constitucion,1.0
LOC010832,,,,San Cristobal,3.0
LOC010833,,,,Parque Patricios,4.0
LOC010834,P072,P072-4,P072-4,Belgrano,13.0
LOC010835,,,,La Boca,4.0
LOC010836,P066,P066,P066,Barracas,4.0
LOC010837,P053,P053,P053,Boedo,5.0
LOC010838,P053,P053,P053,Boedo,5.0
LOC010839,,,,Parque Chacabuco,7.0
LOC010840,P015,P015,P015,Parque Chacabuco,7.0
LOC010841,P029,P029,P029,Boedo,5.0
LOC010842,,,,Barracas,4.0
LOC010843,P024,P024,P024,Nueva Pompeya,4.0
LOC010844,,,,Nueva Pompeya,4.0
LOC010845,,,,Villa Urquiza,12.0
LOC010846,,,,Villa Luro,10.0
LOC010847,P025,P025-2,P025-2,Villa Luro,10.0
LOC010848,P072,,,Nuñez,13.0
LOC010849,P089,P089,P090+P089,Palermo,14.0
LOC010850,,,,Villa Urquiza,12.0
LOC010851,,,,Villa Urquiza,12.0
LOC010852,P065,P065,P065,Palermo,14.0
LOC010853,P065,P065,P065,Palermo,14.0
LOC010854,P065,P065,P065,Belgrano,13.0
LOC010855,,,,Nuñez,13.0
LOC010856,P072,,,Nuñez,13.0
LOC010857,,,,Villa Devoto,11.0
LOC010858,P046,P046,P046,Villa Urquiza,12.0
LOC010859,P016,P016,P016,Villa Devoto,11.0
LOC010860,P018,,,Villa Devoto,11.0
LOC010861,P078,P078,P078,Palermo,14.0
LOC010862,P018,,,Villa Devoto,11.0
LOC010863,,,,Agronomia,15.0
LOC010864,P025,P025-1,P025-1,Monte Castro,10.0
LOC010865,P025,P025-2,P025-2,Monte Castro,10.0
LOC010866,P018,P018-2,P018-2,Villa Real,10.0
LOC010867,,,,Villa Gral. Mitre,11.0
LOC010868,,,,Villa Santa Rita,11.0
LOC010869,P045,P045,P045,Villa Ortuzar,15.0
LOC010870,P023,P023,P023,Villa Pueyrredon,12.0
LOC010871,P018,,,Villa Devoto,11.0
LOC010872,P010,P010,P010,Floresta,10.0
LOC010873,P022,P022,P022,Saavedra,12.0
LOC010874,P045,P045,P045,Villa Ortuzar,15.0
LOC010875,P030,P030,P030,Puerto Madero,1.0
LOC010876,P030,P030,P030,Puerto Madero,1.0
LOC010877,P030,P030,P030,Puerto Madero,1.0
LOC010878,,,,Retiro,1.0
LOC010879,P114,P114,P114,San Nicolas,1.0
LOC010880,P111,P111,P111,Monserrat,1.0
LOC010881,,,,Palermo,14.0
LOC010882,P106,P106,P106,Recoleta,2.0
LOC010883,P091,P091,P091,Palermo,14.0
LOC010884,P025,,,Monte Castro,10.0
LOC010885,P025,,,Monte Castro,10.0
LOC010886,,,,Villa Real,10.0
LOC010887,P025,,,Villa Real,10.0
LOC010888,P020,P020,P020,Villa Luro,10.0
LOC010889,P020,P020,P020,Villa Luro,10.0
LOC010890,P017,P017,P017,Mataderos,9.0
LOC010891,P012,P012,P012,Mataderos,9.0
LOC010892,P044,P044,P044,San Cristobal,3.0
LOC010893,,,,Caballito,6.0
LOC010894,,,,Villa Lugano,8.0
LOC010895,P063,P063,P063,Caballito,6.0
LOC010896,P004,P004,P004,Parque Avellaneda,9.0
LOC010897,P014,P014,P014,Flores,7.0
LOC010898,P084,P084,P084,Balvanera,3.0
LOC010899,P063,P063,P063,Caballito,6.0
LOC010900,P056,P056,P056,Caballito,6.0
LOC010901,P079,P079,P079,Villa Crespo,15.0
LOC010902,,,,Flores,7.0
LOC010903,P004,P004,P004,Villa Lugano,8.0
LOC010904,,,,Floresta,10.0
LOC010905,,,,Parque Avellaneda,9.0
LOC010906,,,,Balvanera,3.0
LOC010907,,,,Retiro,1.0
LOC010908,,,,Velez Sarsfield,10.0
LOC010909,,,,Parque Avellaneda,9.0
LOC010910,P009,P009,P009,Parque Avellaneda,9.0
LOC010911,P057,P057,P057,Almagro,5.0
LOC010912,P042,P042,P042,Velez Sarsfield,10.0
LOC010913,,,,Flores,7.0
LOC010914,P091,P091,P091,Palermo,14.0
LOC010915,P091,P091,P091,Palermo,14.0
LOC010916,,,,Palermo,14.0
LOC010917,P021,P021,P021,Liniers,9.0
LOC010918,P046,P046,P046,Villa Urquiza,12.0
LOC010919,P072,,,Belgrano,13.0
LOC010920,P004,P004,P004,Villa Lugano,8.0
LOC010921,P077,P077,P077,Villa Crespo,15.0
LOC010922,P004,P004,P004,Villa Lugano,8.0
LOC010923,,,,Villa Urquiza,12.0
LOC010924,P064,P064,P064,Palermo,14.0
LOC010925,,,,Caballito,6.0
LOC010926,P049,P049,P049,Caballito,6.0
LOC010927,,,,Almagro,5.0
LOC010928,,,,Recoleta,2.0
LOC010929,P091,P091,P091,Palermo,14.0
LOC010930,,,,Caballito,6.0
LOC010931,P039,P039,P039,Villa Urquiza,12.0
LOC010932,,,,Caballito,6.0
LOC010933,P021,P021,P021,Liniers,9.0
LOC010934,,,,Caballito,6.0
LOC010935,P116,P116,P116,San Nicolas,1.0
LOC010936,P021,P021,P021,Liniers,9.0
LOC010937,P078,P078,P078,Palermo,14.0
LOC010938,P072,P072-2,P072-2,Colegiales,13.0
LOC010939,P072,,,Nuñez,13.0
LOC010940,,,,Villa Pueyrredon,12.0
LOC010941,,,,Caballito,6.0
LOC010942,P072,,,Belgrano,13.0
LOC010943,P071,P071,P071,Colegiales,13.0
LOC010944,P063,P063,P063,Caballito,6.0
LOC010945,P063,P063,P063,Caballito,6.0
LOC010946,P072,P072-4,P072-4,Belgrano,13.0
LOC010947,P083,P083,P083,Almagro,5.0
LOC010948,P072,P072-3,P072-3,Belgrano,13.0
LOC010949,,,,Villa Del Parque,11.0
LOC010950,,,,Parque Chas,15.0
LOC010951,P018,P018-2,P018-2,Villa Real,10.0
LOC010952,,,,Parque Chas,15.0
LOC010953,P018,P018-2,P018-2,Villa Real,10.0
LOC010954,,,,San Cristobal,3.0
LOC010955,,,,Liniers,9.0
LOC010956,P084,P084,P084,Almagro,5.0
LOC010957,P063,P063,P063,Villa Crespo,15.0
LOC010958,P045,P045,P045,Villa Urquiza,12.0
LOC010959,P091,P091,P091,Palermo,14.0
LOC010960,P057,P057,P057,Caballito,6.0
LOC010961,P038,P038,P038,Villa Pueyrredon,12.0
LOC010962,P046,P046,P046,Villa Urquiza,12.0
LOC010963,P063,P063,P063,Caballito,6.0
LOC010964,P027,P027,P027,Parque Patricios,4.0
LOC010965,P007,P007,P007,Belgrano,13.0
LOC010966,,,,Flores,7.0
LOC010967,P045,P045,P045,Parque Chas,15.0
LOC010968,P098,P098,P098,Recoleta,2.0
LOC010969,,,,Balvanera,3.0
LOC010970,,,,Recoleta,2.0
LOC010971,P091,P091,P091,Palermo,14.0
LOC010972,P072,P072-2,P072-2,Colegiales,13.0
LOC010973,,,,Saavedra,12.0
LOC010974,P024,P024,P024,Nueva Pompeya,4.0
LOC010975,P023,P023,P023,Villa Pueyrredon,12.0
LOC010976,P023,P023,P023,Villa Pueyrredon,12.0
LOC010977,P025,P025-1,P025-1,Monte Castro,10.0
LOC010978,,,,Liniers,9.0
LOC010979,,,,Almagro,5.0
LOC010980,P073,P073,P073,Palermo,14.0
LOC010981,,,,Palermo,14.0
LOC010982,P021,P021,P021,Liniers,9.0
LOC010983,P061,P061,P061,Flores,7.0
LOC010984,,,,Palermo,14.0
LOC010985,P072,P072-6,P072-6,Belgrano,13.0
LOC010986,P072,P072-7,P072-7,Belgrano,13.0
LOC010987,P046,P046,P046,Villa Urquiza,12.0
LOC010988,P046,P046,P046,Villa Urquiza,12.0
LOC010989,P039,P039,P039,Villa Urquiza,12.0
LOC010990,P072,P072-6,P072-6,Belgrano,13.0
LOC010991,P018,,,Villa Real,10.0
LOC010992,P073,P073,P073,Palermo,14.0
LOC010993,,,,Villa Crespo,15.0
LOC010994,P081,P081,P081,Villa Crespo,15.0
LOC010995,P017,P017,P017,Mataderos,9.0
LOC010996,,,,Mataderos,9.0
LOC010997,P072,P072-6,P072-6,Belgrano,13.0
LOC010998,,,,Versalles,10.0
LOC010999,P076,P076,P076,Palermo,14.0
LOC011000,,,,Almagro,5.0
LOC011001,P018,P018-1,P018-1,Villa Devoto,11.0
LOC011002,P073,P073,P073,Palermo,14.0
LOC011003,,,,Villa Crespo,15.0
LOC011004,P056,P056,P056,Caballito,6.0
LOC011005,,,,Caballito,6.0
LOC011006,,,,Palermo,14.0
LOC011007,,,,Palermo,14.0
LOC011008,P063,P063,P063,Villa Crespo,15.0
LOC011009,P045,P045,P045,Parque Chas,15.0
LOC011010,,,,Caballito,6.0
LOC011011,P063,P063,P063,Caballito,6.0
LOC011012,P011,P011,P011,Saavedra,12.0
LOC011013,P072,,,Nuñez,13.0
LOC011014,P093,P093,P093,Balvanera,3.0
LOC011015,P065,P065,P065,Palermo,14.0
LOC011016,,,,Boedo,5.0
LOC011017,,,,Recoleta,2.0
LOC011018,P073,P073,P073,Palermo,14.0
LOC011019,P072,P072-6,P072-6,Belgrano,13.0
LOC011020,,,,Parque Chacabuco,7.0
LOC011021,P054,P054,P054,Caballito,6.0
LOC011022,,,,Recoleta,2.0
LOC011023,,,,Constitucion,1.0
LOC011024,,,,Belgrano,13.0
LOC011025,P064,P064,P064,Palermo,14.0
LOC011026,,,,Retiro,1.0
LOC011027,P106,P106,P106,Balvanera,3.0
LOC011028,,,,Coghlan,12.0
LOC011029,P072,,,Belgrano,13.0
LOC011030,,,,Villa Gral. Mitre,11.0
LOC011031,,,,Palermo,14.0
LOC011032,P096,P096,P096,Recoleta,2.0
LOC011033,,,,Villa Gral. Mitre,11.0
LOC011034,P096,P096,P096,Recoleta,2.0
LOC011035,P063,P063,P063,Caballito,6.0
LOC011036,P025,,,Villa Real,10.0
LOC011037,P040,P040,P040,Villa Santa Rita,11.0
LOC011038,,,,Villa Crespo,15.0
LOC011039,P053,P053,P053,Caballito,6.0
LOC011040,P091,P091,P091,Palermo,14.0
LOC011041,P078,P078,P078,Palermo,14.0
LOC011042,,,,Nueva Pompeya,4.0
LOC011043,P037,P037,P037,Villa Del Parque,11.0
LOC011044,P005,P005,P005,Villa Lugano,8.0
LOC011045,,,,Puerto Madero,1.0
LOC011046,P072,,,Belgrano,13.0
LOC011047,P045,P045,P045,Parque Chas,15.0
LOC011048,P089,P089,P090+P089,Palermo,14.0
LOC011049,P073,P073,P073,Palermo,14.0
LOC011050,,,,Recoleta,2.0
LOC011051,,,,Belgrano,13.0
LOC011052,P002,P002,P002,Villa Soldati,8.0
LOC011053,,,,Caballito,6.0
LOC011054,P063,P063,P063,Caballito,6.0
LOC011055,P022,P022,P022,Coghlan,12.0
LOC011056,P072,P072-3,P072-3,Belgrano,13.0
LOC011057,P113,P113,P113,San Nicolas,1.0
LOC011058,,,,Villa Crespo,15.0
LOC011059,,,,Villa Crespo,15.0
LOC011060,P002,P002,P002,Villa Soldati,8.0
LOC011061,,,,San Nicolas,1.0
LOC011062,P072,P072-1,P072-1,Nuñez,13.0
LOC011063,,,,Agronomia,15.0
LOC011064,,,,Belgrano,13.0
LOC011065,P072,P072-4,P072-4,Belgrano,13.0
LOC011066,P072,,,Belgrano,13.0
LOC011067,P110,P110,P110,Recoleta,2.0
LOC011068,P035,P035,P035,Villa Devoto,11.0
LOC011069,,,,Villa Santa Rita,11.0
LOC011070,P103,P103,P103,San Telmo,1.0
LOC011071,P009,P009,P009,Velez Sarsfield,10.0
LOC011072,P009,P009,P009,Parque Avellaneda,9.0
LOC011073,,,,Villa Devoto,11.0
LOC011074,P043,P043,P043,Paternal,15.0
LOC011075,P079,P079,P079,Villa Crespo,15.0
LOC011076,P068,P068,P068,Chacarita,15.0
LOC011077,,,,Recoleta,2.0
LOC011078,P012,P012,P012,Mataderos,9.0
LOC011079,P117,P117,P117,San Nicolas,1.0
LOC011080,P072,,,Belgrano,13.0
LOC011081,,,,Villa Pueyrredon,12.0
LOC011082,P037,P037,P037,Villa Del Parque,11.0
LOC011083,,,,Nuñez,13.0
LOC011084,P072,P072-1,P072-1,Nuñez,13.0
LOC011085,,,,Villa Gral. Mitre,11.0
LOC011086,,,,Villa Santa Rita,11.0
LOC011087,P068,P068,P068,Colegiales,13.0
LOC011088,P046,P046,P046,Villa Urquiza,12.0
LOC011089,P113,P113,P113,San Nicolas,1.0
LOC011090,P078,P078,P078,Palermo,14.0
LOC011091,,,,Villa Gral. Mitre,11.0
LOC011092,P096,P096,P096,Recoleta,2.0
LOC011093,P073,P073,P073,Palermo,14.0
LOC011094,P093,P093,P093,Balvanera,3.0
LOC011095,P072,P072-6,P072-6,Belgrano,13.0
LOC011096,P078,P078,P078,Palermo,14.0
LOC011097,P111,P111,P111,Monserrat,1.0
LOC011098,P100,P100,P100,Monserrat,1.0
LOC011099,P046,P046,P046,Villa Urquiza,12.0
LOC011100,P046,P046,P046,Villa Urquiza,12.0
LOC011101,,,,Recoleta,2.0
LOC011102,,,,Caballito,6.0
LOC011103,P027,P027,P027,Boedo,5.0
LOC011104,,,,Nueva Pompeya,4.0
LOC011105,P046,P046,P046,Villa Urquiza,12.0
LOC011106,P018,P018-2,P018-2,Villa Devoto,11.0
LOC011107,P025,,,Monte Castro,10.0
LOC011108,P025,P025-2,P025-2,Monte Castro,10.0
LOC011109,,,,Versalles,10.0
LOC011110,P010,P010,P010,Floresta,10.0
LOC011111,,,,Villa Pueyrredon,12.0
LOC011112,,,,Coghlan,12.0
LOC011113,P020,P020,P020,Villa Luro,10.0
LOC011114,P012,P012,P012,Mataderos,9.0
LOC011115,P012,P012,P012,Mataderos,9.0
LOC011116,,,,Parque Avellaneda,9.0
LOC011117,P013,P013,P013,Mataderos,9.0
LOC011118,P044,P044,P044,San Cristobal,3.0
LOC011119,P041,P041,P041,Floresta,10.0
LOC011120,P009,P009,P009,Parque Avellaneda,9.0
LOC011121,P009,P009,P009,Parque Avellaneda,9.0
LOC011122,,,,Villa Urquiza,12.0
LOC011123,,,,Villa Luro,10.0
LOC011124,P053,P053,P053,Boedo,5.0
LOC011125,P028,P028,P028,Villa Pueyrredon,12.0
LOC011126,P002,P002,P002,Villa Soldati,8.0
LOC011127,P021,P021,P021,Liniers,9.0
LOC011128,P044,P044,P044,San Cristobal,3.0
LOC011152,P113,P113,P113,San Nicolas,1.0
LOC011181,,,,Caballito,6.0
LOC011294,,,,Almagro,5.0
LOC011326,P092,P092,P092,Palermo,14.0
LOC011346,P004,P004,P004,Villa Lugano,8.0
LOC011348,P106,P106,P106,Balvanera,3.0
LOC011364,P021,P021,P021,Liniers,9.0
LOC011372,P072,P072-2,P072-2,Colegiales,13.0
LOC011373,P096,P096,P096,Recoleta,2.0
LOC011409,P063,P063,P063,Caballito,6.0
LOC011438,P018,P018-1,P018-1,Villa Devoto,11.0
LOC011445,P092,P092,P092,Palermo,14.0
LOC011450,,,,Caballito,6.0
LOC011466,P076,P076,P076,Palermo,14.0
LOC011474,P072,P072-4,P072-4,Belgrano,13.0
LOC011559,P098,P098,P098,Recoleta,2.0
LOC011587,P039,P039,P039,Villa Urquiza,12.0
LOC011594,P091,P091,P091,Palermo,14.0
LOC011616,,,,Caballito,6.0
LOC011620,P072,,,Belgrano,13.0
LOC011651,,,,Nuñez,13.0
LOC011692,P056,P056,P056,Caballito,6.0
LOC011751,P028,P028,P028,Villa Pueyrredon,12.0
LOC011759,P003,P003,P003,Villa Riachuelo,8.0
LOC011760,P003,P003,P003,Villa Riachuelo,8.0
LOC011761,P003,P003,P003,Villa Riachuelo,8.0
LOC011762,P003,P003,P003,Villa Riachuelo,8.0
LOC011763,P003,P003,P003,Villa Riachuelo,8.0
LOC011765,P003,P003,P003,Villa Riachuelo,8.0
LOC011766,P003,P003,P003,Villa Riachuelo,8.0
LOC011767,P003,P003,P003,Villa Riachuelo,8.0
LOC011768,P003,P003,P003,Villa Riachuelo,8.0
LOC011769,P003,P003,P003,Villa Riachuelo,8.0
LOC011770,P003,P003,P003,Villa Riachuelo,8.0
LOC011771,P003,P003,P003,Villa Riachuelo,8.0
LOC011772,P003,P003,P003,Villa Riachuelo,8.0
LOC011773,P003,P003,P003,Villa Riachuelo,8.0
LOC011775,P003,P003,P003,Villa Riachuelo,8.0
LOC011776,P003,P003,P003,Villa Riachuelo,8.0
LOC011777,P003,P003,P003,Villa Riachuelo,8.0
LOC011779,,,,Villa Riachuelo,8.0
LOC011780,,,,Villa Riachuelo,8.0
LOC011781,,,,Villa Lugano,8.0
LOC011782,,,,Villa Lugano,8.0
LOC011783,,,,Villa Lugano,8.0
LOC011784,,,,Villa Lugano,8.0
LOC011785,,,,Villa Lugano,8.0
LOC011786,,,,Villa Riachuelo,8.0
LOC011787,,,,Villa Riachuelo,8.0
LOC011788,,,,Liniers,9.0
LOC011790,P017,P017,P017,Liniers,9.0
LOC011793,P017,P017,P017,Mataderos,9.0
LOC011794,P017,P017,P017,Liniers,9.0
LOC011795,P017,P017,P017,Mataderos,9.0
LOC011796,P017,P017,P017,Mataderos,9.0
LOC011797,P018,,,Villa Real,10.0
LOC011798,P018,P018-1,P018-1,Villa Devoto,11.0
LOC011799,P018,P018-2,P018-2,Villa Devoto,11.0
LOC011800,P018,P018-2,P018-2,Villa Real,10.0
LOC011802,P018,P018-2,P018-2,Villa Devoto,11.0
LOC011803,P018,P018-2,P018-2,Villa Devoto,11.0
LOC011804,P018,P018-2,P018-2,Villa Real,10.0
LOC011805,P018,P018-2,P018-2,Villa Devoto,11.0
LOC011806,P018,P018-2,P018-2,Villa Real,10.0
LOC011808,P018,P018-2,P018-2,Villa Real,10.0
LOC011809,P018,P018-2,P018-2,Villa Real,10.0
LOC011810,P018,P018-2,P018-2,Villa Real,10.0
LOC011811,P018,P018-2,P018-2,Villa Real,10.0
LOC011813,P018,P018-2,P018-2,Villa Real,10.0
LOC011814,,,,Villa Real,10.0
LOC011815,,,,Villa Real,10.0
LOC011816,,,,Villa Real,10.0
LOC011819,,,,Villa Real,10.0
LOC011820,,,,Villa Real,10.0
LOC011821,,,,Villa Real,10.0
LOC011822,,,,Versalles,10.0
LOC011823,,,,Versalles,10.0
LOC011824,,,,Versalles,10.0
LOC011825,,,,Versalles,10.0
LOC011826,,,,Versalles,10.0
LOC011827,,,,Versalles,10.0
LOC011828,,,,Versalles,10.0
LOC011829,,,,Versalles,10.0
LOC011830,,,,Versalles,10.0
LOC011831,,,,Versalles,10.0
LOC011834,,,,Versalles,10.0
LOC011835,,,,Versalles,10.0
LOC011836,P021,P021,P021,Versalles,10.0
LOC011837,,,,Versalles,10.0
LOC011839,,,,Liniers,9.0
LOC011840,P021,P021,P021,Liniers,9.0
LOC011841,P021,P021,P021,Liniers,9.0
LOC011842,P021,P021,P021,Liniers,9.0
LOC011843,P021,P021,P021,Liniers,9.0
LOC011844,P021,P021,P021,Liniers,9.0
LOC011845,P021,P021,P021,Liniers,9.0
LOC011846,P021,P021,P021,Liniers,9.0
LOC011847,,,,Liniers,9.0
LOC011848,P021,P021,P021,Liniers,9.0
LOC011849,P021,P021,P021,Liniers,9.0
LOC011850,P021,P021,P021,Liniers,9.0
LOC011851,P021,P021,P021,Liniers,9.0
LOC011852,P021,P021,P021,Liniers,9.0
LOC011853,P021,P021,P021,Liniers,9.0
LOC011855,P021,P021,P021,Liniers,9.0
LOC011856,P021,P021,P021,Liniers,9.0
LOC011857,P021,P021,P021,Liniers,9.0
LOC011858,P021,P021,P021,Liniers,9.0
LOC011859,P021,P021,P021,Liniers,9.0
LOC011860,,,,Liniers,9.0
LOC011861,P021,P021,P021,Liniers,9.0
LOC011862,P021,P021,P021,Liniers,9.0
LOC011863,P021,P021,P021,Liniers,9.0
LOC011864,P021,P021,P021,Liniers,9.0
LOC011865,,,,Liniers,9.0
LOC011866,,,,Liniers,9.0
LOC011867,P017,P017,P017,Liniers,9.0
LOC011868,,,,Liniers,9.0
LOC011869,,,,Liniers,9.0
LOC011870,,,,Liniers,9.0
LOC011872,P017,P017,P017,Liniers,9.0
LOC011873,,,,Liniers,9.0
LOC011874,,,,Villa Lugano,8.0
LOC011875,,,,Villa Lugano,8.0
LOC011876,,,,Mataderos,9.0
LOC011878,,,,Villa Lugano,8.0
LOC011880,,,,Villa Lugano,8.0
LOC011881,,,,Villa Lugano,8.0
LOC011882,,,,Villa Lugano,8.0
LOC011883,,,,Villa Lugano,8.0
LOC011884,,,,Villa Lugano,8.0
LOC011885,,,,Villa Lugano,8.0
LOC011886,,,,Villa Lugano,8.0
LOC011887,,,,Villa Lugano,8.0
LOC011889,P003,P003,P003,Villa Riachuelo,8.0
LOC011890,,,,Villa Lugano,8.0
LOC011891,,,,Villa Lugano,8.0
LOC011892,,,,Villa Lugano,8.0
LOC011893,P005,P005,P005,Villa Lugano,8.0
LOC011894,P005,P005,P005,Villa Lugano,8.0
LOC011895,P003,P003,P003,Villa Lugano,8.0
LOC011896,P003,P003,P003,Villa Lugano,8.0
LOC011898,P003,P003,P003,Villa Riachuelo,8.0
LOC011899,P003,P003,P003,Villa Riachuelo,8.0
LOC011900,P003,P003,P003,Villa Riachuelo,8.0
LOC011901,,,,Villa Lugano,8.0
LOC011902,,,,Villa Lugano,8.0
LOC011903,,,,Villa Lugano,8.0
LOC011904,,,,Villa Lugano,8.0
LOC011906,,,,Villa Lugano,8.0
LOC011907,,,,Villa Lugano,8.0
LOC011908,,,,Villa Lugano,8.0
LOC011909,,,,Villa Soldati,8.0
LOC011910,,,,Villa Soldati,8.0
LOC011913,,,,Villa Lugano,8.0
LOC011914,,,,Villa Lugano,8.0
LOC011915,,,,Villa Lugano,8.0
LOC011916,,,,Villa Lugano,8.0
LOC011917,,,,Villa Lugano,8.0
LOC011918,,,,Villa Lugano,8.0
LOC011919,,,,Villa Lugano,8.0
LOC011920,,,,Villa Lugano,8.0
LOC011921,,,,Villa Lugano,8.0
LOC011922,,,,Villa Lugano,8.0
LOC011923,,,,Villa Lugano,8.0
LOC011924,P005,P005,P005,Villa Lugano,8.0
LOC011925,P005,P005,P005,Villa Lugano,8.0
LOC011926,P005,P005,P005,Villa Lugano,8.0
LOC011928,P005,P005,P005,Villa Lugano,8.0
LOC011929,P005,P005,P005,Villa Lugano,8.0
LOC011930,,,,Villa Lugano,8.0
LOC011931,,,,Villa Lugano,8.0
LOC011932,P005,P005,P005,Villa Lugano,8.0
LOC011934,P005,P005,P005,Villa Lugano,8.0
LOC011935,P005,P005,P005,Villa Lugano,8.0
LOC011937,P005,P005,P005,Villa Lugano,8.0
LOC011938,P005,P005,P005,Villa Lugano,8.0
LOC011939,P005,P005,P005,Villa Lugano,8.0
LOC011941,,,,Villa Lugano,8.0
LOC011942,P005,P005,P005,Villa Lugano,8.0
LOC011943,P005,P005,P005,Villa Lugano,8.0
LOC011944,P005,P005,P005,Villa Lugano,8.0
LOC011945,P005,P005,P005,Villa Lugano,8.0
LOC011946,P005,P005,P005,Villa Lugano,8.0
LOC011947,P005,P005,P005,Villa Lugano,8.0
LOC011949,P005,P005,P005,Villa Lugano,8.0
LOC011950,P005,P005,P005,Villa Lugano,8.0
LOC011951,P005,P005,P005,Villa Lugano,8.0
LOC011952,P005,P005,P005,Villa Lugano,8.0
LOC011953,P005,P005,P005,Villa Lugano,8.0
LOC011954,,,,Villa Lugano,8.0
LOC011956,,,,Villa Lugano,8.0
LOC011957,P004,P004,P004,Villa Lugano,8.0
LOC011958,P004,P004,P004,Villa Lugano,8.0
LOC011959,,,,Villa Lugano,8.0
LOC011961,P004,P004,P004,Villa Lugano,8.0
LOC011962,P004,P004,P004,Villa Lugano,8.0
LOC011964,,,,Villa Soldati,8.0
LOC011965,P002,P002,P002,Villa Soldati,8.0
LOC011966,,,,Villa Soldati,8.0
LOC011968,P002,P002,P002,Villa Soldati,8.0
LOC011970,P002,P002,P002,Villa Soldati,8.0
LOC011971,,,,Villa Soldati,8.0
LOC011972,,,,Villa Soldati,8.0
LOC011973,,,,Villa Soldati,8.0
LOC011974,,,,Parque Avellaneda,9.0
LOC011975,,,,Parque Avellaneda,9.0
LOC011977,P004,P004,P004,Parque Avellaneda,9.0
LOC011978,P004,P004,P004,Parque Avellaneda,9.0
LOC011981,P004,P004,P004,Parque Avellaneda,9.0
LOC011983,,,,Villa Lugano,8.0
LOC011984,P004,P004,P004,Villa Lugano,8.0
LOC011986,P004,P004,P004,Mataderos,9.0
LOC011987,P004,P004,P004,Parque Avellaneda,9.0
LOC011988,P004,P004,P004,Villa Lugano,8.0
LOC011990,P004,P004,P004,Parque Avellaneda,9.0
LOC011991,P004,P004,P004,Parque Avellaneda,9.0
LOC011992,P004,P004,P004,Parque Avellaneda,9.0
LOC011993,P004,P004,P004,Parque Avellaneda,9.0
LOC011996,,,,Mataderos,9.0
LOC011997,,,,Mataderos,9.0
LOC011998,,,,Mataderos,9.0
LOC011999,,,,Mataderos,9.0
LOC012000,P006,P006,P006,Mataderos,9.0
LOC012002,P006,P006,P006,Mataderos,9.0
LOC012003,P006,P006,P006,Mataderos,9.0
LOC012004,P006,P006,P006,Mataderos,9.0
LOC012005,P006,P006,P006,Mataderos,9.0
LOC012006,P006,P006,P006,Mataderos,9.0
LOC012007,P006,P006,P006,Mataderos,9.0
LOC012009,P004,P004,P004,Villa Lugano,8.0
LOC012010,P004,P004,P004,Villa Lugano,8.0
LOC012011,P004,P004,P004,Villa Lugano,8.0
LOC012012,,,,Villa Lugano,8.0
LOC012013,,,,Mataderos,9.0
LOC012015,,,,Villa Lugano,8.0
LOC012016,,,,Villa Lugano,8.0
LOC012017,,,,Villa Lugano,8.0
LOC012018,,,,Mataderos,9.0
LOC012019,,,,Mataderos,9.0
LOC012021,P006,P006,P006,Mataderos,9.0
LOC012022,P006,P006,P006,Mataderos,9.0
LOC012023,P006,P006,P006,Mataderos,9.0
LOC012026,,,,Mataderos,9.0
LOC012027,P006,P006,P006,Mataderos,9.0
LOC012028,P006,P006,P006,Mataderos,9.0
LOC012031,P013,P013,P013,Mataderos,9.0
LOC012032,P013,P013,P013,Mataderos,9.0
LOC012033,P013,P013,P013,Mataderos,9.0
LOC012034,,,,Mataderos,9.0
LOC012035,,,,Mataderos,9.0
LOC012036,,,,Mataderos,9.0
LOC012038,P006,P006,P006,Mataderos,9.0
LOC012039,P013,P013,P013,Mataderos,9.0
LOC012040,,,,Mataderos,9.0
LOC012041,,,,Mataderos,9.0
LOC012042,P012,P012,P012,Mataderos,9.0
LOC012044,P013,P013,P013,Mataderos,9.0
LOC012045,P013,P013,P013,Mataderos,9.0
LOC012046,P013,P013,P013,Mataderos,9.0
LOC012047,,,,Mataderos,9.0
LOC012048,,,,Mataderos,9.0
LOC012049,,,,Mataderos,9.0
LOC012050,,,,Mataderos,9.0
LOC012052,,,,Mataderos,9.0
LOC012053,,,,Mataderos,9.0
LOC012054,,,,Mataderos,9.0
LOC012056,,,,Mataderos,9.0
LOC012057,,,,Mataderos,9.0
LOC012058,P017,P017,P017,Liniers,9.0
LOC012059,P017,P017,P017,Liniers,9.0
LOC012060,P017,P017,P017,Liniers,9.0
LOC012061,P017,P017,P017,Liniers,9.0
LOC012062,,,,Liniers,9.0
LOC012063,P017,P017,P017,Liniers,9.0
