establecimiento_uid,legacy_id,nombre,alias_nombre,nombre_normalizado,direccion,latitud,longitud,barrio_declarado,barrio,comuna,categoria,subcategoria,fuentes,familias_fuente,fuente_principal,fecha_frescura_evidencia,nivel_publicacion,existe_en_fuente,estado_vigencia,estado_operativo,fecha_verificacion_vigencia,fuente_verificacion,tipo_verificacion,referente,tipo_referente,reconocimiento,reconocimiento_normativo,orden_normativo,punto_instrumental,polo_ficha_sistema_asociado,nivel_confianza,metodo_geocodificacion,observaciones_qa
HITO-MIC-012,MIC-012,Ajo Negro - Mar de Tapas,,AJO NEGRO MAR DE TAPAS,Avenida Córdoba 6237,-34.583019,-58.448034,Chacarita,Chacarita,Comuna 15,MICHELIN,selección MICHELIN,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/ajo-negro-mar-de-tapas | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/ajo-negro-mar-de-tapas,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,Bib Gourmand,Bib Gourmand,NO,,SI,SYS-CHACAGIALES,alta,heredado de la capa,
HITO-MIC-049,MIC-049,Bis Bistró,,BIS BISTRO,Vicente López 1661 Local 12,-34.591981,-58.389545,Recoleta,Recoleta,Comuna 2,MICHELIN,selección MICHELIN,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/bis-bistro | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/bis-bistro,2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,Bib Gourmand,Bib Gourmand,NO,,SI,POLO-R06,alta,heredado de la capa,
HITO-MIC-025,MIC-025,Caseros,,CASEROS,Avenida Caseros 486,-34.626816,-58.371734,Barracas,Barracas,Comuna 4,MICHELIN,selección MICHELIN,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/caseros | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/caseros,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,Bib Gourmand,Bib Gourmand,NO,,SI,,alta,heredado de la capa,
HITO-MIC-048,MIC-048,Chuchú,,CHUCHU,Avenida del Libertador 405,-34.589982,-58.379361,Retiro,Retiro,Comuna 1,MICHELIN,selección MICHELIN,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/chuchu | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/chuchu,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,Bib Gourmand,Bib Gourmand,NO,,SI,POLO-Z46,alta,heredado de la capa,
HITO-MIC-024,MIC-024,Garabato Bistro,,GARABATO BISTRO,O'Higgins 3424,-34.548501,-58.463572,Nuñez,Nuñez,Comuna 13,MICHELIN,selección MICHELIN,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/garabato-bistro | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/garabato-bistro,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,Bib Gourmand,Bib Gourmand,NO,,SI,POLO-Z41,alta,heredado de la capa,
HITO-MIC-014,MIC-014,La Alacena Trattoria,,LA ALACENA TRATTORIA,Gascón 1401,-34.594011,-58.422791,Palermo,Palermo,Comuna 14,MICHELIN,selección MICHELIN,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/la-alacena-trattoria | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/la-alacena-trattoria,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,Bib Gourmand,Bib Gourmand,NO,,SI,,alta,heredado de la capa,
HITO-MIC-003,MIC-003,MN Santa Inés,,MN SANTA INES,Ávalos 360,-34.592784,-58.467636,Paternal,Paternal,Comuna 15,MICHELIN,selección MICHELIN,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/mn-santa-ines | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/mn-santa-ines,2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,Bib Gourmand,Bib Gourmand,NO,,SI,POLO-R21,alta,heredado de la capa,
HITO-MIC-015,MIC-015,Mengano,,MENGANO,José Antonio Cabrera 5172,-34.588943,-58.433757,Palermo,Palermo,Comuna 14,MICHELIN,selección MICHELIN,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/mengano | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/mengano,2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,Bib Gourmand,Bib Gourmand,NO,,SI,POLO-R01,alta,heredado de la capa,
HITO-MIC-010,MIC-010,Reliquia,,RELIQUIA,Ángel Justiniano Carranza 1601,-34.58328,-58.439119,Palermo,Palermo,Comuna 14,MICHELIN,selección MICHELIN,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/reliquia | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/reliquia,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,Bib Gourmand,Bib Gourmand,NO,,SI,POLO-R01,alta,heredado de la capa,
HITO-MIC-011,MIC-011,Ácido,,ACIDO,Charlone 999,-34.580768,-58.4578,Chacarita,Chacarita,Comuna 15,MICHELIN,selección MICHELIN,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/acido | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/acido,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,Bib Gourmand,Bib Gourmand,NO,,SI,SYS-CHACAGIALES,alta,heredado de la capa,
HITO-H153,H153,Aramburu,,ARAMBURU,Vicente Lopez 1661,-34.591981,-58.389545,Recoleta,Recoleta,Comuna 2,Ranking internacional,Latin America's 50 Best Restaurants 2025,The World's 50 Best (sitio oficial) | hitos_documentales_caba,EXTERNA_TERCEROS;DOCUMENTAL,The World's 50 Best (sitio oficial),2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,Latin America’s 50 Best,Latin America's 50 Best Restaurants 2025,NO,,SI,POLO-R06,alta,heredado de la capa,
HITO-H162,H162,CoChinChina,,COCHINCHINA,Armenia 1540,-34.590428,-58.428895,Palermo,Palermo,Comuna 14,Ranking internacional,The World's 50 Best Bars 2025,The World's 50 Best (sitio oficial) | hitos_documentales_caba,EXTERNA_TERCEROS;DOCUMENTAL,The World's 50 Best (sitio oficial),2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,Latin America’s 50 Best,The World's 50 Best Bars 2025,NO,,SI,POLO-R01,alta,heredado de la capa,
HITO-H155,H155,Crizia,,CRIZIA,Gorriti 5143,-34.58849,-58.432514,Palermo,Palermo,Comuna 14,Ranking internacional,Latin America's 50 Best Restaurants 2025,The World's 50 Best (sitio oficial) | hitos_documentales_caba,EXTERNA_TERCEROS;DOCUMENTAL,The World's 50 Best (sitio oficial),2025.0,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,Latin America’s 50 Best,Latin America's 50 Best Restaurants 2025,NO,,SI,POLO-R01,alta,heredado de la capa,
HITO-H149,H149,Don Julio,,DON JULIO,Guatemala 4699,-34.586392,-58.424304,Palermo,Palermo,Comuna 14,Ranking internacional,Latin America's 50 Best Restaurants 2025,The World's 50 Best (sitio oficial) | hitos_documentales_caba,EXTERNA_TERCEROS;DOCUMENTAL,The World's 50 Best (sitio oficial),2025.0,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,Latin America’s 50 Best,Latin America's 50 Best Restaurants 2025,NO,,SI,POLO-R01,alta,heredado de la capa,
HITO-H160,H160,Don Julio,,DON JULIO,Guatemala 4699,-34.586392,-58.424304,Palermo,Palermo,Comuna 14,Ranking internacional,The World's 50 Best Restaurants 2025,The World's 50 Best (sitio oficial) | hitos_documentales_caba,EXTERNA_TERCEROS;DOCUMENTAL,The World's 50 Best (sitio oficial),2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,Latin America’s 50 Best,The World's 50 Best Restaurants 2025,NO,,SI,POLO-R01,alta,heredado de la capa,
HITO-H152,H152,El Mercado (Faena),,EL MERCADO FAENA,Martha Salotti 445,-34.613399,-58.361727,Puerto Madero,Puerto Madero,Comuna 1,Ranking internacional,Latin America's 50 Best Restaurants 2025,The World's 50 Best (sitio oficial) | hitos_documentales_caba,EXTERNA_TERCEROS;DOCUMENTAL,The World's 50 Best (sitio oficial),2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,Latin America’s 50 Best,Latin America's 50 Best Restaurants 2025,NO,,SI,POLO-R04,alta,heredado de la capa,
HITO-H151,H151,El Preferido de Palermo,,EL PREFERIDO DE PALERMO,Jorge Luis Borges 2108,-34.585456,-58.4253,Palermo,Palermo,Comuna 14,Ranking internacional,Latin America's 50 Best Restaurants 2025,The World's 50 Best (sitio oficial) | hitos_documentales_caba,EXTERNA_TERCEROS;DOCUMENTAL,The World's 50 Best (sitio oficial),2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,Latin America’s 50 Best,Latin America's 50 Best Restaurants 2025,NO,,SI,POLO-R01,alta,heredado de la capa,
HITO-H164,H164,Floreria Atlantico,,FLORERIA ATLANTICO,Arroyo 872,-34.591421,-58.37973,Retiro,Retiro,Comuna 1,Ranking internacional,The World's 50 Best Bars 2025 (51-100),The World's 50 Best (sitio oficial) | hitos_documentales_caba,EXTERNA_TERCEROS;DOCUMENTAL,The World's 50 Best (sitio oficial),2024-12-20,completo,SI,OPERATIVO,OPERATIVO,2024-12-20,distinguido por Time Out el 20/12/2024 y verificado abierto (vía E · Z46).,DOCUMENTAL,SI,Latin America’s 50 Best,The World's 50 Best Bars 2025 (51-100),NO,,SI,POLO-Z46,alta,heredado de la capa,
HITO-H159,H159,Gran Dabbang,,GRAN DABBANG,Av. Raul Scalabrini Ortiz 1543,-34.591349,-58.425449,Palermo,Palermo,Comuna 14,Ranking internacional,Latin America's 50 Best 2025 (51-100),The World's 50 Best (sitio oficial) | hitos_documentales_caba,EXTERNA_TERCEROS;DOCUMENTAL,The World's 50 Best (sitio oficial),2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,Latin America’s 50 Best,Latin America's 50 Best 2025 (51-100),NO,,SI,POLO-R01,alta,heredado de la capa,
HITO-H156,H156,Julia,,JULIA,Loyola 807,-34.593368,-58.437876,Villa Crespo,Villa Crespo,Comuna 15,Ranking internacional,Latin America's 50 Best Restaurants 2025,The World's 50 Best (sitio oficial) | hitos_documentales_caba,EXTERNA_TERCEROS;DOCUMENTAL,The World's 50 Best (sitio oficial),2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,Latin America’s 50 Best,Latin America's 50 Best Restaurants 2025,NO,,SI,POLO-R08,alta,heredado de la capa,
HITO-H158,H158,Mishiguene,,MISHIGUENE,Lafinur 3368,-34.577021,-58.412208,Palermo,Palermo,Comuna 14,Ranking internacional,Latin America's 50 Best 2025 (51-100),The World's 50 Best (sitio oficial) | hitos_documentales_caba,EXTERNA_TERCEROS;DOCUMENTAL,The World's 50 Best (sitio oficial),2025.0,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,Latin America’s 50 Best,Latin America's 50 Best 2025 (51-100),NO,,SI,,alta,heredado de la capa,
HITO-H157,H157,Ness,,NESS,Grecia 3691,-34.545719,-58.463724,Nunez,Nuñez,Comuna 13,Ranking internacional,Latin America's 50 Best 2025 (51-100),The World's 50 Best (sitio oficial) | hitos_documentales_caba,EXTERNA_TERCEROS;DOCUMENTAL,The World's 50 Best (sitio oficial),2025.0,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,Latin America’s 50 Best,Latin America's 50 Best 2025 (51-100),NO,,SI,POLO-Z41,alta,heredado de la capa,
HITO-H150,H150,Nino Gordo,,NINO GORDO,Thames 1810,-34.5866,-58.429023,Palermo,Palermo,Comuna 14,Ranking internacional,Latin America's 50 Best Restaurants 2025,The World's 50 Best (sitio oficial) | hitos_documentales_caba,EXTERNA_TERCEROS;DOCUMENTAL,The World's 50 Best (sitio oficial),2025.0,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,Latin America’s 50 Best,Latin America's 50 Best Restaurants 2025,NO,,SI,POLO-R01,alta,heredado de la capa,
HITO-H161,H161,Tres Monos,,TRES MONOS,Guatemala 4899,-34.584905,-58.426167,Palermo,Palermo,Comuna 14,Ranking internacional,The World's 50 Best Bars 2025,The World's 50 Best (sitio oficial) | hitos_documentales_caba,EXTERNA_TERCEROS;DOCUMENTAL,The World's 50 Best (sitio oficial),2025.0,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,Latin America’s 50 Best,The World's 50 Best Bars 2025,NO,,SI,POLO-R01,alta,heredado de la capa,
HITO-H154,H154,Trescha,,TRESCHA,Murillo 725,-34.600335,-58.444028,Villa Crespo,Villa Crespo,Comuna 15,Ranking internacional,Latin America's 50 Best Restaurants 2025,The World's 50 Best (sitio oficial) | hitos_documentales_caba,EXTERNA_TERCEROS;DOCUMENTAL,The World's 50 Best (sitio oficial),2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,Latin America’s 50 Best,Latin America's 50 Best Restaurants 2025,NO,,SI,POLO-R08,alta,heredado de la capa,
HITO-H163,H163,Victor Audio Bar,,VICTOR AUDIO BAR,Soler 5130,-34.583809,-58.428974,Palermo,Palermo,Comuna 14,Ranking internacional,The World's 50 Best Bars 2025 (51-100),The World's 50 Best (sitio oficial) | hitos_documentales_caba,EXTERNA_TERCEROS;DOCUMENTAL,The World's 50 Best (sitio oficial),2025.0,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,Latin America’s 50 Best,The World's 50 Best Bars 2025 (51-100),NO,,SI,POLO-R01,alta,heredado de la capa,
HITO-MIC-001,MIC-001,4ta Pared,,4TA PARED,Habana 3499,-34.594084,-58.507376,Villa Devoto,Villa Devoto,Comuna 11,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/4ta-pared | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/4ta-pared,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,,alta,heredado de la capa,
HITO-MIC-020,MIC-020,A Fuego Fuerte,,A FUEGO FUERTE,Bonpland 1670,-34.583595,-58.437705,Palermo,Palermo,Comuna 14,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/a-fuego-fuerte | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/a-fuego-fuerte,2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,POLO-R01,alta,heredado de la capa,
HITO-MIC-019,MIC-019,Alcanfor,,ALCANFOR,Aguirre 949,-34.593746,-58.439242,Villa Crespo,Villa Crespo,Comuna 15,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/alcanfor | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/alcanfor,2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,POLO-R08,alta,heredado de la capa,
HITO-MIC-018,MIC-018,Anchoíta,,ANCHOITA,Juan Ramírez de Velasco 1520,-34.589461,-58.445298,Chacarita,Chacarita,Comuna 15,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/anchoita | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/anchoita,2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,SYS-CHACAGIALES,alta,heredado de la capa,
HITO-MIC-045,MIC-045,Aramburu,,ARAMBURU,Vicente López 1661,-34.591981,-58.389545,Recoleta,Recoleta,Comuna 2,MICHELIN,Dos Estrellas,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/aramburu | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/aramburu,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Dos Estrellas,NO,,SI,POLO-R06,alta,heredado de la capa,
HITO-MIC-032,MIC-032,Buri Omakase,,BURI OMAKASE,Guatemala 5781,-34.578876,-58.433715,Palermo,Palermo,Comuna 14,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/buri-omakase | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/buri-omakase,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,POLO-R01,alta,heredado de la capa,
HITO-MIC-051,MIC-051,Cabaña Las Lilas,,CABANA LAS LILAS,Avenida Alicia Moreau de Justo 516,-34.603631,-58.36706,Puerto Madero,Puerto Madero,Comuna 1,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/cabana-las-lilas | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/cabana-las-lilas,2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,POLO-R04,alta,heredado de la capa,
HITO-MIC-058,MIC-058,Casa Cavia,,CASA CAVIA,Cavia 2985,-34.577456,-58.407236,Palermo,Palermo,Comuna 14,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/casa-cavia | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/casa-cavia,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,,alta,heredado de la capa,
HITO-MIC-052,MIC-052,Casa Palanti,,CASA PALANTI,Ortiz de Ocampo 2901,-34.577981,-58.402433,Palermo,Palermo,Comuna 14,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/casa-palanti | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/casa-palanti,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,,alta,heredado de la capa,
HITO-MIC-035,MIC-035,Casa Veltri,,CASA VELTRI,Juncal 1642,-34.594177,-58.390974,Recoleta,Recoleta,Comuna 2,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/casa-veltri | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/casa-veltri,2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,POLO-R06,alta,heredado de la capa,
HITO-MIC-008,MIC-008,Chuí,,CHUI,Loyola 1250,-34.590044,-58.441137,Villa Crespo,Villa Crespo,Comuna 15,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/chui | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/chui,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,,alta,heredado de la capa,
HITO-MIC-043,MIC-043,Corte Comedor,,CORTE COMEDOR,Avenida Olazábal 1391,-34.554079,-58.448133,Belgrano,Belgrano,Comuna 13,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/corte-comedor | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/corte-comedor,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,,alta,heredado de la capa,
HITO-MIC-009,MIC-009,Crizia,,CRIZIA,Fitz Roy 1819,-34.583209,-58.435151,Palermo,Palermo,Comuna 14,MICHELIN,Una Estrella,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/crizia | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/crizia,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Una Estrella,NO,,SI,POLO-R01,alta,heredado de la capa,
HITO-MIC-023,MIC-023,Don Julio,,DON JULIO,Guatemala 4699,-34.586392,-58.424304,Palermo,Palermo,Comuna 14,MICHELIN,Una Estrella,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/don-julio | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/don-julio,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Una Estrella,NO,,SI,POLO-R01,alta,heredado de la capa,
HITO-MIC-046,MIC-046,Duhau Restaurante & Vinoteca,,DUHAU RESTAURANTE VINOTECA,Avenida Alvear 1661,-34.589406,-58.38643,Recoleta,Recoleta,Comuna 2,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/duhau-restaurant-vinoteca | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/duhau-restaurant-vinoteca,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,,media,heredado de la capa,
