polo_uid,legacy_id,polo_nombre,referente_id,nombre,categoria_referente,categoria_visual,simbolo_visual,subcategoria,direccion,lat,lon,barrio,comuna,estado_vigencia,fecha_verificacion,reconocimiento,fuente,nivel_confianza,motivo_inclusion,asignacion_metodo,estado_trazabilidad_asignacion,fuente_asignacion_individualizada,posicion,clasificacion_propuesta,publicable_en_panel_territorial,tratamiento_editorial_post_auditoria,dist_borde_m_recalculada,dist_fuera_m_recalculada,cae_dentro_de,polo_mas_cercano,n_polos_del_referente,fundamento,recomendacion_editorial,tratamiento_en_ficha,bloque_en_ficha,alerta,es_icono_principal,estado_icono_principal,puntaje_icono_principal_propuesto,elegible_icono_principal_propuesto,regla_icono_principal,es_ancla,observaciones,fuera_geometria,cerca_borde_50m,distancia_borde_m,relacion_espacial,relacion_espacial_etiqueta,umbral_relacion_espacial_m
POLO-Z47,Z47,Monserrat y Congreso,HITO-H020,Cabildo de Buenos Aires,Bar Notable,Bar Notable,CIRCLE,,Peru 86,-34.609028,-58.374846,Monserrat,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR_PROXIMO_AL_BORDE,SI,PANEL_TERRITORIAL,17.64,0.0,,POLO-Z47,1,"El punto está adentro del polígono, a 17.6 m del borde. Un ajuste menor de la delimitación lo deja afuera.","Publicar en el panel, y marcar internamente que depende del trazado del borde.",EN_PANEL_DE_REFERENTES,estado de los referentes; panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,SI,17.64,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-Z47,Z47,Monserrat y Congreso,HITO-H073,London City,Bar Notable,Bar Notable,CIRCLE,,Av. de Mayo 599,-34.608508,-58.37474,Monserrat,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,54.375,0.0,,POLO-Z47,1,"El punto está adentro del polígono, a 54.4 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,estado de los referentes; panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,54.375,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-Z50,Z50,Barracas · Av. Montes de Oca,HITO-H052,El Progreso,Bar Notable,Bar Notable,CIRCLE,,Av. Montes de Oca 1700,-34.646536,-58.372916,Barracas,Comuna 4,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria,GEOMETRIA,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR_PROXIMO_AL_BORDE,SI,PANEL_TERRITORIAL,8.46,0.0,,POLO-Z50,1,"El punto está adentro del polígono, a 8.5 m del borde. Un ajuste menor de la delimitación lo deja afuera.","Publicar en el panel, y marcar internamente que depende del trazado del borde.",EN_PANEL_DE_REFERENTES,"Historia; Los Campeones**, Av; panel de referentes",,SI,PROPUESTA_NO_INSTITUCIONAL,45,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,NO,,NO,SI,8.46,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-Z50,Z50,Barracas · Av. Montes de Oca,HITO-DIR-014,Los Campeones,pizzería histórica,Pizzería Emblemática,TRIANGLE,APYCE + GCBA (2026),Av. Montes de Oca 856,-34.638058,-58.374593,Barracas,Comuna 4,SIN_VERIFICAR,2026-05-29,APYCE + GCBA (2026),https://turismo.buenosaires.gob.ar/es/gastronomico/los-campeones,alta,referente documentado; asignación geometria,GEOMETRIA,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,100.2,0.0,,POLO-Z50,1,"El punto está adentro del polígono, a 100.2 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,"Historia; Los Campeones**, Av; panel de referentes",,SI,PROPUESTA_NO_INSTITUCIONAL,43,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,NO,,NO,NO,100.2,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-Z51,Z51,"Barracas · Iriarte, California y Vieytes",HITO-H076,Los Laureles,Bar Notable,Bar Notable,CIRCLE,,Av. Iriarte 2290,-34.64945,-58.37943,Barracas,Comuna 4,REABIERTO,2026-08-07,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria,GEOMETRIA,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR_PROXIMO_AL_BORDE,SI,PANEL_TERRITORIAL,15.624,0.0,,POLO-Z51,1,"El punto está adentro del polígono, a 15.6 m del borde. Un ajuste menor de la delimitación lo deja afuera.","Publicar en el panel, y marcar internamente que depende del trazado del borde.",EN_PANEL_DE_REFERENTES,"El Puentecito**, Vieytes 1895 — se; Lo que falta precisar; Una aclaración de escala; panel de referentes",,SI,PROPUESTA_NO_INSTITUCIONAL,70,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,NO,,NO,SI,15.624,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-Z52,Z52,La Boca · Almirante Brown y Necochea,HITO-DIR-010,Banchero,pizzería histórica,Pizzería Emblemática,TRIANGLE,APYCE + GCBA (2025),Suarez 396,-34.635258,-58.358632,Boca,Comuna 4,SIN_VERIFICAR,,APYCE + GCBA (2025),https://turismo.buenosaires.gob.ar/es/gastronomico/banchero,alta,referente documentado; asignación geometria,GEOMETRIA,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR_PROXIMO_AL_BORDE,SI,PANEL_TERRITORIAL,24.57,0.0,,POLO-Z52,1,"El punto está adentro del polígono, a 24.6 m del borde. Un ajuste menor de la delimitación lo deja afuera.","Publicar en el panel, y marcar internamente que depende del trazado del borde.",EN_PANEL_DE_REFERENTES,"Boca a Boca**, Av; Borde cerrado en esta publicación:; El borde dibujado se extendió en e; estado de los referentes; panel de referentes; reconocimiento oficial; seis hectáreas con tres locales** ",,SI,PROPUESTA_NO_INSTITUCIONAL,43,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,NO,,NO,SI,24.57,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-Z52,Z52,La Boca · Almirante Brown y Necochea,HITO-H031,Café Roma,Bar Notable,Bar Notable,CIRCLE,,Olavarria 409,-34.636242,-58.358759,Boca,Comuna 4,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria,GEOMETRIA,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,97.297,0.0,,POLO-Z52,1,"El punto está adentro del polígono, a 97.3 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,"Boca a Boca**, Av; Borde cerrado en esta publicación:; Café Roma**, Olavarría 409, Bar No; El borde dibujado se extendió en e; panel de referentes",,SI,PROPUESTA_NO_INSTITUCIONAL,45,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,NO,,NO,NO,97.297,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-Z53,Z53,La Boca · Caminito y Vuelta de Rocha,HITO-H069,LA PERLA,Bar Notable,Bar Notable,CIRCLE,,Av. Don Pedro de Mendoza 1899,-34.639338,-58.361731,Boca,Comuna 4,OPERATIVO,2026-05-20,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria,GEOMETRIA,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR_PROXIMO_AL_BORDE,SI,PANEL_TERRITORIAL,27.758,0.0,,POLO-Z53,1,"El punto está adentro del polígono, a 27.8 m del borde. Un ajuste menor de la delimitación lo deja afuera.","Publicar en el panel, y marcar internamente que depende del trazado del borde.",EN_PANEL_DE_REFERENTES,"Alcance de estas cifras; La Perla de Caminito**, Av; panel de referentes",,SI,PROPUESTA_NO_INSTITUCIONAL,70,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,NO,,NO,SI,27.758,DENTRO,referente dentro del polo,0 / 50 / 250
SYS-CHACAGIALES,R09+R19+Z43,Chacagiales,HITO-ICO-001,Albamonte Ristorante,Restaurante Icónico,Restaurante icónico,SQUARE,,CORRIENTES AV. 6735,-34.587694,-58.453078,Chacarita,Comuna 15,SIN_VERIFICAR,2026-08-08,Restaurante Icónico,https://turismo.buenosaires.gob.ar/es/gastronomico/albamonte-ristorante,alta,referente documentado; asignación geometria,GEOMETRIA,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,221.702,0.0,,SYS-CHACAGIALES,1,"El punto está adentro del polígono, a 221.7 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,"Bar Conde**, Av; panel de referentes",,SI,PROPUESTA_NO_INSTITUCIONAL,39,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,NO,,NO,NO,221.702,DENTRO,referente dentro del polo,0 / 50 / 250
SYS-CHACAGIALES,R09+R19+Z43,Chacagiales,HITO-H010,Bar Conde,Bar Notable,Bar Notable,CIRCLE,,Federico Lacroze 3193,-34.577801,-58.449427,Colegiales,Comuna 13,OPERATIVO,2026-07-29,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,333.223,0.0,,SYS-CHACAGIALES,1,"El punto está adentro del polígono, a 333.2 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,"Bar Conde**, Av; panel de referentes",,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,333.223,DENTRO,referente dentro del polo,0 / 50 / 250
SYS-CHACAGIALES,R09+R19+Z43,Chacagiales,HITO-H029,CAFE PALACIO,Bar Notable,Bar Notable,CIRCLE,,Av. Federico Lacroze 3901,-34.584401,-58.453574,Chacarita,Comuna 15,OPERATIVO,,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria,GEOMETRIA,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,181.464,0.0,,SYS-CHACAGIALES,1,"El punto está adentro del polígono, a 181.5 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,"Mercado de Pulgas**, Gral; panel de referentes",,SI,PROPUESTA_NO_INSTITUCIONAL,45,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,NO,,NO,NO,181.464,DENTRO,referente dentro del polo,0 / 50 / 250
