polo_uid,legacy_id,polo_nombre,dimension_tipo,dimension_id,dimension_nombre,porcentaje_superficie,locales,es_principal,criterio_principal,comuna_principal,comunas_secundarias,barrios,fuente_geometria,universo_locales
POLO-Z32,Z32,Liniers · Mercado Andino,COMUNA,COMUNA_09,Comuna 9,100.0,63,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 9,,Liniers,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z33,Z33,Mataderos,BARRIO,BARRIO_MATADEROS,Mataderos,100.0,17,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 9,,Mataderos,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z33,Z33,Mataderos,COMUNA,COMUNA_09,Comuna 9,100.0,17,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 9,,Mataderos,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z35,Z35,Balvanera · Once,BARRIO,BARRIO_BALVANERA,Balvanera,100.0,74,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 3,,Balvanera,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z35,Z35,Balvanera · Once,COMUNA,COMUNA_03,Comuna 3,100.0,74,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 3,,Balvanera,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z37,Z37,Almagro,BARRIO,BARRIO_ALMAGRO,Almagro,100.0,114,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 5,,Almagro,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z37,Z37,Almagro,COMUNA,COMUNA_05,Comuna 5,100.0,114,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 5,,Almagro,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z39,Z39,Parque Avellaneda,BARRIO,BARRIO_PARQUE_AVELLANEDA,Parque Avellaneda,100.0,11,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 9,,Parque Avellaneda,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z39,Z39,Parque Avellaneda,COMUNA,COMUNA_09,Comuna 9,100.0,11,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 9,,Parque Avellaneda,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z39B,Z39b,Baek-ku · Barrio Coreano,BARRIO,BARRIO_FLORES,Flores,58.072631,27,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 7,,Flores;Parque Chacabuco,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z39B,Z39b,Baek-ku · Barrio Coreano,BARRIO,BARRIO_PARQUE_CHACABUCO,Parque Chacabuco,41.927369,11,NO,mayor cantidad de locales; fallback mayor superficie,Comuna 7,,Flores;Parque Chacabuco,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z39B,Z39b,Baek-ku · Barrio Coreano,COMUNA,COMUNA_07,Comuna 7,100.0,38,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 7,,Flores;Parque Chacabuco,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z40,Z40,Nueva Pompeya y Parque Patricios,BARRIO,BARRIO_NUEVA_POMPEYA,Nueva Pompeya,57.033955,52,NO,mayor cantidad de locales; fallback mayor superficie,Comuna 4,,Parque Patricios;Nueva Pompeya,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z40,Z40,Nueva Pompeya y Parque Patricios,BARRIO,BARRIO_PARQUE_PATRICIOS,Parque Patricios,42.966045,60,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 4,,Parque Patricios;Nueva Pompeya,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z40,Z40,Nueva Pompeya y Parque Patricios,COMUNA,COMUNA_04,Comuna 4,100.0,112,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 4,,Parque Patricios;Nueva Pompeya,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z41,Z41,Nunez,BARRIO,BARRIO_BELGRANO,Belgrano,0.0,0,NO,mayor cantidad de locales; fallback mayor superficie,Comuna 13,Comuna 12,Nuñez;Belgrano;Saavedra;Coghlan,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z41,Z41,Nunez,BARRIO,BARRIO_COGHLAN,Coghlan,0.0,0,NO,mayor cantidad de locales; fallback mayor superficie,Comuna 13,Comuna 12,Nuñez;Belgrano;Saavedra;Coghlan,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z41,Z41,Nunez,BARRIO,BARRIO_NUNEZ,Nuñez,100.0,494,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 13,Comuna 12,Nuñez;Belgrano;Saavedra;Coghlan,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z41,Z41,Nunez,BARRIO,BARRIO_SAAVEDRA,Saavedra,0.0,0,NO,mayor cantidad de locales; fallback mayor superficie,Comuna 13,Comuna 12,Nuñez;Belgrano;Saavedra;Coghlan,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z41,Z41,Nunez,COMUNA,COMUNA_12,Comuna 12,0.0,0,NO,mayor cantidad de locales; fallback mayor superficie,Comuna 13,Comuna 12,Nuñez;Belgrano;Saavedra;Coghlan,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z41,Z41,Nunez,COMUNA,COMUNA_13,Comuna 13,100.0,494,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 13,Comuna 12,Nuñez;Belgrano;Saavedra;Coghlan,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z44,Z44,Villa Ortuzar,BARRIO,BARRIO_CHACARITA,Chacarita,33.9727,12,NO,mayor cantidad de locales; fallback mayor superficie,Comuna 15,Comuna 13,Villa Ortuzar;Colegiales;Chacarita,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z44,Z44,Villa Ortuzar,BARRIO,BARRIO_COLEGIALES,Colegiales,34.89557,23,NO,mayor cantidad de locales; fallback mayor superficie,Comuna 15,Comuna 13,Villa Ortuzar;Colegiales;Chacarita,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z44,Z44,Villa Ortuzar,BARRIO,BARRIO_VILLA_ORTUZAR,Villa Ortuzar,31.13173,34,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 15,Comuna 13,Villa Ortuzar;Colegiales;Chacarita,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z44,Z44,Villa Ortuzar,COMUNA,COMUNA_13,Comuna 13,34.89557,23,NO,mayor cantidad de locales; fallback mayor superficie,Comuna 15,Comuna 13,Villa Ortuzar;Colegiales;Chacarita,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z44,Z44,Villa Ortuzar,COMUNA,COMUNA_15,Comuna 15,65.10443,46,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 15,Comuna 13,Villa Ortuzar;Colegiales;Chacarita,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z46,Z46,Retiro,BARRIO,FUERA_COBERTURA_OFICIAL_BARRIO,Fuera de cobertura oficial,0.093674,0,NO,mayor cantidad de locales; fallback mayor superficie,Comuna 1,Comuna 2,Retiro;San Nicolas;Recoleta;Puerto Madero,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z46,Z46,Retiro,BARRIO,BARRIO_PUERTO_MADERO,Puerto Madero,0.01267,0,NO,mayor cantidad de locales; fallback mayor superficie,Comuna 1,Comuna 2,Retiro;San Nicolas;Recoleta;Puerto Madero,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z46,Z46,Retiro,BARRIO,BARRIO_RECOLETA,Recoleta,0.035493,0,NO,mayor cantidad de locales; fallback mayor superficie,Comuna 1,Comuna 2,Retiro;San Nicolas;Recoleta;Puerto Madero,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z46,Z46,Retiro,BARRIO,BARRIO_RETIRO,Retiro,97.54413,346,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 1,Comuna 2,Retiro;San Nicolas;Recoleta;Puerto Madero,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z46,Z46,Retiro,BARRIO,BARRIO_SAN_NICOLAS,San Nicolas,2.314032,68,NO,mayor cantidad de locales; fallback mayor superficie,Comuna 1,Comuna 2,Retiro;San Nicolas;Recoleta;Puerto Madero,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z46,Z46,Retiro,COMUNA,COMUNA_01,Comuna 1,99.870833,414,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 1,Comuna 2,Retiro;San Nicolas;Recoleta;Puerto Madero,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z46,Z46,Retiro,COMUNA,COMUNA_02,Comuna 2,0.035493,0,NO,mayor cantidad de locales; fallback mayor superficie,Comuna 1,Comuna 2,Retiro;San Nicolas;Recoleta;Puerto Madero,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z46,Z46,Retiro,COMUNA,FUERA_COBERTURA_OFICIAL_COMUNA,Fuera de cobertura oficial,0.093674,0,NO,mayor cantidad de locales; fallback mayor superficie,Comuna 1,Comuna 2,Retiro;San Nicolas;Recoleta;Puerto Madero,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z47,Z47,Monserrat y Congreso,BARRIO,BARRIO_MONSERRAT,Monserrat,99.820911,133,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 1,,Monserrat;San Nicolas,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z47,Z47,Monserrat y Congreso,BARRIO,BARRIO_SAN_NICOLAS,San Nicolas,0.179089,0,NO,mayor cantidad de locales; fallback mayor superficie,Comuna 1,,Monserrat;San Nicolas,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z47,Z47,Monserrat y Congreso,COMUNA,COMUNA_01,Comuna 1,100.0,133,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 1,,Monserrat;San Nicolas,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z50,Z50,Barracas · Av. Montes de Oca,BARRIO,BARRIO_BARRACAS,Barracas,100.0,84,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 4,,Barracas,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z50,Z50,Barracas · Av. Montes de Oca,COMUNA,COMUNA_04,Comuna 4,100.0,84,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 4,,Barracas,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z51,Z51,"Barracas · Iriarte, California y Vieytes",BARRIO,BARRIO_BARRACAS,Barracas,100.0,12,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 4,,Barracas,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z51,Z51,"Barracas · Iriarte, California y Vieytes",COMUNA,COMUNA_04,Comuna 4,100.0,12,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 4,,Barracas,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z52,Z52,La Boca · Almirante Brown y Necochea,BARRIO,BARRIO_BOCA,Boca,100.0,21,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 4,,Boca,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z52,Z52,La Boca · Almirante Brown y Necochea,COMUNA,COMUNA_04,Comuna 4,100.0,21,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 4,,Boca,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z53,Z53,La Boca · Caminito y Vuelta de Rocha,BARRIO,BARRIO_BOCA,Boca,100.0,37,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 4,,Boca,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
POLO-Z53,Z53,La Boca · Caminito y Vuelta de Rocha,COMUNA,COMUNA_04,Comuna 4,100.0,37,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 4,,Boca,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
PIEZA-Z54,Z54,Nueva Pompeya · eje Av. Saenz,BARRIO,BARRIO_NUEVA_POMPEYA,Nueva Pompeya,100.0,52,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 4,,Nueva Pompeya,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
PIEZA-Z54,Z54,Nueva Pompeya · eje Av. Saenz,COMUNA,COMUNA_04,Comuna 4,100.0,52,SI,mayor cantidad de locales; fallback mayor superficie,Comuna 4,,Nueva Pompeya,outputs/BARRIDO_CIUDAD_2026-08/insumos/caba_comunas.geojson; caba_barrios.geojson,base/local.csv; anillo=nucleo; apto_geometria=true
