id_habilitacion,fecha_habilitacion,anio_fuente,periodo_fuente,descripcion_rubro_original,categoria_gastronomica_inferida,confianza_categoria,direccion_original,barrio,comuna,superficie,requiere_validacion,motivo_validacion,estado_datos,fuentes_utilizadas,urls_fuentes,fecha_consulta_min,fecha_consulta_max,nota_metodologica,limitaciones,apto_dashboard
HAB0212289,2022-05-05,2022,2022,"RESTAURANTE, CANTINA",Restaurante,0.8,"MOREAU DE JUSTO, ALICIA AV. 2020",No determinado,No determinada,963,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212290,2022-05-05,2022,2022,CASA DE LUNCH,Catering,0.85,"MOREAU DE JUSTO, ALICIA AV. 2020",No determinado,No determinada,963,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212291,2022-05-05,2022,2022,CAFÉ BAR,Cafe,0.85,"MOREAU DE JUSTO, ALICIA AV. 2020",No determinado,No determinada,963,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212292,2022-05-05,2022,2022,COM.MIN. BAR LACTEO,Bar,0.8,"MOREAU DE JUSTO, ALICIA AV. 2020",No determinado,No determinada,963,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212293,2022-05-05,2022,2022,"DESPACHO DE BEBIDAS,WISQUERIA, CERVECERIA",Bar,0.8,"MOREAU DE JUSTO, ALICIA AV. 2020",No determinado,No determinada,963,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212294,2022-05-05,2022,2022,CASA DE COMIDAS ROTISERIA,Comida al paso,0.8,"MOREAU DE JUSTO, ALICIA AV. 2020",No determinado,No determinada,963,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212295,2022-05-05,2022,2022,"COM.MIN. ELAB. Y VTA.PIZZA, FUGA- ZZA, FAINA, EMPANADAS POSTRES, FLANES, CHURROS, GRILL",Pizzeria,0.9,"MOREAU DE JUSTO, ALICIA AV. 2020",No determinado,No determinada,963,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212296,2022-05-05,2022,2022,PARRILLA,Parrilla,0.9,"MOREAU DE JUSTO, ALICIA AV. 2020",No determinado,No determinada,963,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212297,2022-05-05,2022,2022,CONFITERIA,Pasteleria,0.85,"MOREAU DE JUSTO, ALICIA AV. 2020",No determinado,No determinada,963,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212217,2022-05-04,2022,2022,"COM.MIN.DE MASAS,BOMBONES, SANDWICHES (SIN ELABORACION)",Comida al paso,0.8,URIARTE 1270,No determinado,No determinada,24,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0213397,2022-05-04,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,BRASIL 1260;BRASIL 1264,No determinado,No determinada,442,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0214659,2022-05-04,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,CABELLO 3624,No determinado,No determinada,174,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0214660,2022-05-04,2022,2022,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,CABELLO 3624,No determinado,No determinada,174,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212667,2022-05-02,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,NAZCA AV. 1998,No determinado,No determinada,164,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0213330,2022-05-02,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,ROOSEVELT FRANKLIN D. 2331;ROOSEVELT FRANKLIN D. 2335,No determinado,No determinada,78,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0213331,2022-05-02,2022,2022,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,ROOSEVELT FRANKLIN D. 2331;ROOSEVELT FRANKLIN D. 2335,No determinado,No determinada,78,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0215115,2022-05-02,2022,2022,Elaboración de helados con venta directa al público,Heladeria,0.9,JURAMENTO 1507;DEL LIBERTADOR AV. 6002,No determinado,No determinada,97,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0215151,2022-05-02,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,JUNIN 1242;JUNIN 1244,No determinado,No determinada,434,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0215152,2022-05-02,2022,2022,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,JUNIN 1242;JUNIN 1244,No determinado,No determinada,434,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0215388,2022-05-02,2022,2022,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,LIBERTAD 1159,No determinado,No determinada,185,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212793,2022-04-26,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,PUEYRREDON AV. 1262,No determinado,No determinada,85,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0214230,2022-04-26,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,"BALBIN, RICARDO, DR. AV. 2555",No determinado,No determinada,56,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212741,2022-04-20,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,14 DE JULIO 949,No determinado,No determinada,267,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212742,2022-04-20,2022,2022,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,14 DE JULIO 949,No determinado,No determinada,267,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212865,2022-04-20,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 2963",No determinado,No determinada,460,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0213637,2022-04-18,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,MALABIA 1784,No determinado,No determinada,198,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0213815,2022-04-12,2022,2022,"Tostado, torrado y molienda de café; elaboración y molienda de hierbas aromáticas y especias",Cafe,0.85,ASAMBLEA AV. 1572,No determinado,No determinada,85,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212260,2022-04-11,2022,2022,COM.MIN.DE HELADOS (SIN ELABORACION),Heladeria,0.9,SAN JUAN AV. 3789,No determinado,No determinada,94,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212261,2022-04-11,2022,2022,"COM.MIN. ELAB. Y VTA.PIZZA, FUGA- ZZA, FAINA, EMPANADAS POSTRES, FLANES, CHURROS, GRILL",Pizzeria,0.9,SAN JUAN AV. 3789,No determinado,No determinada,94,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212255,2022-04-08,2022,2022,"COM.MIN. ELAB. Y VTA.PIZZA, FUGA- ZZA, FAINA, EMPANADAS POSTRES, FLANES, CHURROS, GRILL",Pizzeria,0.9,"ALBERDI, JUAN BAUTISTA AV. 4633",No determinado,No determinada,50,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212257,2022-04-08,2022,2022,"COM.MIN.DE MASAS,BOMBONES, SANDWICHES (SIN ELABORACION)",Comida al paso,0.8,"CARRIL, SALVADOR MARIA DEL AV. 2335",No determinado,No determinada,27,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212230,2022-04-06,2022,2022,"RESTAURANTE, CANTINA",Restaurante,0.8,"ARTIGAS, JOSE GERVASIO, GRAL. 5401;BAZURCO 2497",No determinado,No determinada,125,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212231,2022-04-06,2022,2022,CASA DE LUNCH,Catering,0.85,"ARTIGAS, JOSE GERVASIO, GRAL. 5401;BAZURCO 2497",No determinado,No determinada,125,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212232,2022-04-06,2022,2022,CAFÉ BAR,Cafe,0.85,"ARTIGAS, JOSE GERVASIO, GRAL. 5401;BAZURCO 2497",No determinado,No determinada,125,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212233,2022-04-06,2022,2022,"DESPACHO DE BEBIDAS,WISQUERIA, CERVECERIA",Bar,0.8,"ARTIGAS, JOSE GERVASIO, GRAL. 5401;BAZURCO 2497",No determinado,No determinada,125,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212234,2022-04-06,2022,2022,CASA DE COMIDAS ROTISERIA,Comida al paso,0.8,"ARTIGAS, JOSE GERVASIO, GRAL. 5401;BAZURCO 2497",No determinado,No determinada,125,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212235,2022-04-06,2022,2022,"COM.MIN. ELAB. Y VTA.PIZZA, FUGA- ZZA, FAINA, EMPANADAS POSTRES, FLANES, CHURROS, GRILL",Pizzeria,0.9,"ARTIGAS, JOSE GERVASIO, GRAL. 5401;BAZURCO 2497",No determinado,No determinada,125,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212236,2022-04-06,2022,2022,PARRILLA,Parrilla,0.9,"ARTIGAS, JOSE GERVASIO, GRAL. 5401;BAZURCO 2497",No determinado,No determinada,125,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212773,2022-04-05,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,COSTA RICA 5681;COSTA RICA 5685,No determinado,No determinada,102,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212471,2022-04-04,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,BELGRANO AV. 3243,No determinado,No determinada,129,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0213681,2022-04-04,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,"BALBIN, RICARDO, DR. AV. 4312;BALBIN, RICARDO, DR. AV. 4320",No determinado,No determinada,512,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212439,2022-04-01,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,"CANDELARIA 94;CANDELARIA 96;FALCON, RAMON L.,CNEL. 3799",No determinado,No determinada,197,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212440,2022-04-01,2022,2022,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,"CANDELARIA 94;CANDELARIA 96;FALCON, RAMON L.,CNEL. 3799",No determinado,No determinada,197,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212932,2022-04-01,2022,2022,"Elaboración industrial de productos de panadería, excluido galletitas y bizcochos",Panaderia,0.9,CALIFORNIA 2662;CALIFORNIA 2666,No determinado,No determinada,526,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212933,2022-04-01,2022,2022,Elaboración de productos de panadería n.c.p.,Panaderia,0.9,CALIFORNIA 2662;CALIFORNIA 2666,No determinado,No determinada,526,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212934,2022-04-01,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,CALIFORNIA 2662;CALIFORNIA 2666,No determinado,No determinada,526,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0212935,2022-04-01,2022,2022,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,CALIFORNIA 2662;CALIFORNIA 2666,No determinado,No determinada,526,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0205465,2022-03-31,2022,2022,"COM.MIN.DE MASAS,BOMBONES, SANDWICHES (SIN ELABORACION)",Comida al paso,0.8,JURAMENTO 1589,No determinado,No determinada,43,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0205466,2022-03-31,2022,2022,"COM.MIN. ELAB. Y VTA.PIZZA, FUGA- ZZA, FAINA, EMPANADAS POSTRES, FLANES, CHURROS, GRILL",Pizzeria,0.9,JURAMENTO 1589,No determinado,No determinada,43,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0205453,2022-03-23,2022,2022,"RESTAURANTE, CANTINA",Restaurante,0.8,ESTADOS UNIDOS 480;ESTADOS UNIDOS 482;ESTADOS UNIDOS 484,No determinado,No determinada,347,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0205454,2022-03-23,2022,2022,"DESPACHO DE BEBIDAS,WISQUERIA, CERVECERIA",Bar,0.8,ESTADOS UNIDOS 480;ESTADOS UNIDOS 482;ESTADOS UNIDOS 484,No determinado,No determinada,347,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0205455,2022-03-23,2022,2022,PARRILLA,Parrilla,0.9,ESTADOS UNIDOS 480;ESTADOS UNIDOS 482;ESTADOS UNIDOS 484,No determinado,No determinada,347,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0205456,2022-03-23,2022,2022,"RESTAURANTE, CANTINA",Restaurante,0.8,CORDOBA AV. 357,No determinado,No determinada,139,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0205457,2022-03-23,2022,2022,CASA DE LUNCH,Catering,0.85,CORDOBA AV. 357,No determinado,No determinada,139,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0205458,2022-03-23,2022,2022,CAFÉ BAR,Cafe,0.85,CORDOBA AV. 357,No determinado,No determinada,139,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
