hito_id,nombre,tipo,reconocimiento,direccion,barrio_declarado,latitud,longitud,origen,fuente_primaria,edicion_o_anio,confianza,metodo_geocodificacion,conflicto_direccion,nota_carga,es_patrimonio_normativo,patrimonio_norma,patrimonio_declaratoria,patrimonio_organismo,patrimonio_nota,vigencia_verificada,vigencia_fuente,vigencia_fecha,continuidad_ininterrumpida,es_alta_2026_08_03,declaratoria_localizada,alta_referencia_que_toca,vigencia_nivel,vigencia_sentido_duda,vigencia_revisar_hasta,nota_ronda_5,nota_ronda_6,registro_oficial,direccion_variante,vigencia_fecha_consulta,nota_ronda_7,places_business_status,nota_ronda_8,alerta_juridica,alerta_juridica_fecha,alerta_juridica_fuente,nota_ronda_9
H047,EL COLECCIONISTA,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Rivadavia 4929,,-34.617422,-58.434687,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,,,,,,,,
H008,EL COLONIAL,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Belgrano 599,,-34.612552,-58.374516,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,,,,,,,,
H049,EL FARO,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. de los Constituyentes 4099,,-34.584925,-58.488592,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,dudosa,la única fuente que lo describe en operación es de mayo de 2011: quince años. Figura en el catálogo vigente. Perfil idéntico a Los Laureles y Bar Oviedo.,2011-05-01,,False,,,,,,,,bar_notable,,,,,,,,,
H054,EL SIMBOLO,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Corrientes 3787,,-34.603404,-58.417844,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,si,"verificación humana · Diego, 07/08/2026",2026-08-07,,False,,,v2,,,,,bar_notable,3797,,,,,,,,
H044,El Banderin,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Guardia Vieja 3601,,-34.601649,-58.415489,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,si,"Tripadvisor, reseña del 16/06/2026 (Claudio S., visitante de Madrid), verificada por doble vía en las fichas .com y .com.ar con la misma fecha y el mismo usuario",2026-06-16,,False,,,v3,,,,,bar_notable,,,"Ancla contra refrito: la SUPERMILANESA es ítem de carta, no lugar común de guía.",,,,,,
H046,El Buzón,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Esquiu 1393,,-34.65116,-58.423403,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,si,Infobae 10/08/2025.,2025-08-10,"abierto EN RETRACCIÓN · atiende sólo lunes a viernes de 7 a 16, sin la programación nocturna y de fin de semana que tenía antes",False,,,,,,,,bar_notable,,,,,,,,,
H048,El Estano 1880,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Aristobulo del Valle 1100,,-34.635408,-58.36821,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,,,,,,,,
H050,El Gato Negro,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Corrientes 1669,,-34.604209,-58.390307,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H052,El Progreso,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Montes de Oca 1700,,-34.646536,-58.372916,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,,,,,,,,
H053,El Querandi,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Peru 302,,-34.611647,-58.374749,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H055,El Tokio,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Alvarez Jonte 3550,,-34.612407,-58.491572,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,si,Canal 26 05/08/2026. Abierto el 23/04/1930.,2026-08-05,"no · cerró en 2023 y reabrió en 2025 (Infobae 06/04/2025, C5N); ningún listado registró ni el cierre ni la reapertura",False,,,,,,,,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H056,El Viejo Buzon,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Neuquen 1100,,-34.615898,-58.448852,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,si,"verificación humana · Diego, 07/08/2026",2026-08-07,,False,,,v2,,,,,bar_notable,,,Bar DISTINTO de El Buzón (H046). Es una de las diez sedes que el GCBA nombra para el Festival y Mundial de Tango 2026. Su dirección queda por confirmar contra el anexo 1225/26: la capa la tiene en Neuquén 1100 y el registro de la tanda la da «por confirmar».,,,,,,
H057,Esquina Homero Manzi,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. San Juan 3601,,-34.625385,-58.416337,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,True,-,Sitio Historico Nacional,Nacion,HOY SOLO FIGURA COMO BAR NOTABLE EN LA CAPA,en_riesgo,,2026-05-07,,False,,,v2,,2026-11-05,"Es el hito más visible de R14 Av. Boedo: sala de espectáculos propia, no sólo bar. Revisar en 90 días.",,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H058,FLORIDA GARDEN,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Florida 899,,-34.597613,-58.375352,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,si,Ficha con actividad y horario todos los días de 7 a 23; sitio propio online que permite reservas; teléfono 4312-7902 vigente.,2026-08-07,,False,,,v2,,,,,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H051,HIPOPOTAMO,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Brasil 401,,-34.625331,-58.371288,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,,,,,,,,
H061,LA BIELA,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Quintana 600,,-34.587834,-58.390761,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H065,LA FARMACIA,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Directorio 2400,,-34.633541,-58.460605,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,si,Ficha operativa con horarios vigentes y base extensa de reseñas; Tripadvisor operativa con horarios actuales; Turismo de la Ciudad conserva la ficha institucional.,2026-08-07,,False,,,v2,,,,,bar_notable,,,,,,,,,
H067,LA GIRALDA,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Corrientes 1453,,-34.604052,-58.387286,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H069,LA PERLA,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Don Pedro de Mendoza 1899,,-34.639338,-58.361731,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,si,"Untappd, check-ins del 20/05/2026 (Patrick Reurink) y del 17/05/2026 (Francisco Montanaro)",2026-05-20,,False,,,v3b,,,,,bar_notable,,2026-08-08,"Es la de CAMINITO, no la del Once: el anexo tiene una sola entrada «La Perla» y es la n.68, La Boca. La Perla del Once cerró el 14/01/2017.",OPERATIONAL,,,,,
H026,LA POESIA,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Chile 502,,-34.616062,-58.373267,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,,,,,,,,
H070,LA PUERTO RICO,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Alsina 420,,-34.610196,-58.372381,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H071,LAS VIOLETAS,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Rivadavia 3899,,-34.611314,-58.420777,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,si,"Tripadvisor .com, reseña del 07/07/2026 (JulieS, 5/5), con mención a los vitrales y a la vitrina de panadería; segunda del 27/06/2026 en .com.ar + confirmación de Diego",2026-07-07,,False,,,v3,,,,,bar_notable,,,"Ancla contra refrito: la reseña del 27/06 describe interacción con el personal de sala en el momento de la visita. Testimonio de servicio en mesa, no reciclable de material promocional.",,,,,,
H075,LOS GALGOS,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Callao 501,,-34.602955,-58.392326,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,si,"declaración de su responsable, 02/08/2026 (vía E · R02).",2026-08-02,,False,,,,,,,,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H060,La Academia,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Montevideo 341,San Nicolas,-34.60492,-58.389323,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,USIG normalizador + datos_utiles (ronda 5),,,False,,,,,si,,2025-06-19,,False,,,v2,,,,,bar_notable,,,,,,,,,
H062,La Buena Medida,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Suarez 101,,-34.633746,-58.355061,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,no,,2025-10,,False,,,v2,,,"Sigue publicado en el catálogo vigente (orden 61/90), pese a una consolidación completa NUEVE MESES después del cierre. Peor caso que Plaza Bar en ese sentido.",,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H064,La Esquina de Anibal Troilo,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Paraguay 1500,,-34.598398,-58.388093,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,senalado_no_cerrado,,,,False,,,ninguno,,,"La baja del catálogo es indicio, no prueba: hay un caso documentado (Los Andes, auditoría de cierres) donde una baja no correspondió a un cierre ni a cambio de rubro. Señalada, no cerrada en firme.",,bar_notable,,,,,,,,,
H066,La Flor de Barracas,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Suarez 2095,,-34.641822,-58.379497,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,,,,,,,,
H072,Le Caravelle,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Lavalle 726,,-34.602372,-58.377159,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H073,London City,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. de Mayo 599,,-34.608508,-58.37474,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,,,,,,,,
H076,Los Laureles,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Iriarte 2290,,-34.64945,-58.37943,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,si,"Turismo de la Ciudad (ficha activamente editada, no listado inerte); contradice la nota de El Cronista sobre el mismo local (ver FD-01, ronda 4).",2026-08-07,,False,,,v2,,,El hito sigue frágil: el inmueble está en venta y el arreglo actual es un alquiler puente. Reabre la vía B de P008 Barracas.,,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H078,Miramar,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Sarandi 1190,,-34.622663,-58.393748,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable; restaurante_iconico,,,MISMO ESTABLECIMIENTO que ICO-012: Sarandí 1190 / Av. San Juan 1999 es la misma ochava. Las dos filas se conservan porque fusionarlas movería el conteo de la vía B sin que se vea; quedan apuntadas entre sí.,,,,,,
H082,PLAZA BAR,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Florida 1005,,-34.595775,-58.375112,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,cerrado_con_reapertura_anunciada,,reapertura anunciada 2028,,False,,,v2,,2028,"Sigue publicado en el catálogo vigente (orden 84/90). Es la ausencia más antigua de la capa (nueve años) y el caso que fija el criterio: un listado inerte no prueba vigencia, pero acá hay evidencia positiva y fechada de reapertura en curso.",,bar_notable,,2026-08-08,"Reapertura anunciada para 2028. Con la decisión 5 pasa a contar dentro de Z46 Retiro, que queda con cuatro Bares Notables en seis cuadras y uno de ellos cerrado desde 2017.",CLOSED_PERMANENTLY,"Places lo da CLOSED_PERMANENTLY, coincidiendo con lo que la capa ya tenía por otra vía. Corrobora en v2b; no cambia el veredicto.",,,,
H080,Paulin,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Sarmiento 635,,-34.604564,-58.375632,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,,,,,,,,
H081,Petit Colón,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Libertad 505,,-34.602403,-58.38376,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H033,SAN BERNARDO,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Corrientes 5436,,-34.597863,-58.441098,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H083,STYLO CAFE,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Fernandez de Enciso 3934,,-34.601354,-58.512648,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H084,The New Brighton,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Sarmiento 645,,-34.604575,-58.375796,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,en_riesgo,"opera con quiebra decretada. Dos reseñas de Tripadvisor POSTERIORES a la quiebra describen servicio real —la de mayo de 2026 menciona piano en vivo— y la más nueva es del 06/06/2026, 63 días después. Fichas .com y .com.ar sin marca de cierre, horarios lu-vi 8 a 24. Places OPERATIONAL. Ninguna de las siete coberturas afirma que dejó de atender.",2026-06-06,,False,,,v2,,2026-11-06,,,bar_notable,,2026-08-08,,OPERATIONAL,,quiebra decretada,2026-03-18,Juzgado Nacional de Primera Instancia en lo Comercial N° 3,"la quiebra es un hecho de la sociedad que explota el local, no del salón. Misma categoría que H057 Esquina Homero Manzi: en_riesgo con fecha y revisión a 90 días."
H085,Varela Varelita,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Scalabrini Ortiz 2102,,-34.58764,-58.420109,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,si,"Tripadvisor .com, reseña del 25/06/2026 (Beatrice K., Francia). Segunda en .com.ar del 02/06/2026, que es ancla fuerte: «nunca fui atendido, después de esperar 20 minutos decidimos retirarnos». Relato de servicio en mesa, imposible de reciclar de material promocional.",2026-06-25,,False,,,v3,,,,,bar_notable,,2026-08-08,,OPERATIONAL,R01 Palermo. La dirección ya está corregida en la capa: Av. Scalabrini Ortiz 2102.,,,,
H045,12 de octubre,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Bulnes 331,,-34.607009,-58.418597,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,USIG sobre la dirección del Boletín,,,False,,,,,si,"verificación humana · Diego, 07/08/2026",2026-08-07,,False,,,v2,,,,"Verificado abierto por Diego el 07/08/2026 (v2). Nombre de uso: El Boliche de Roberto; nombre formal del catálogo: '12 de octubre'. La marca de cierre de Yelp «CLOSED - Updated July 2026» queda CONFIRMADA COMO FALSO POSITIVO: es el caso probado de FD-12, no una señal pendiente de resolver.",bar_notable,,,,,,,,,
H003,Bar Bidou,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Roque Saenz Pena 858,,-34.605223,-58.378784,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,USIG sobre la dirección del Boletín,,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H011,Bar Lavalle,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Lavalle 1693,,-34.60304,-58.391002,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,USIG sobre la dirección del Boletín,,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H028,Café Olimpo,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Irigoyen 1491,Monte Castro,-34.626898,-58.518306,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,USIG sobre la dirección del Boletín,,,False,,,,,si,"verificación humana · Diego, 07/08/2026",2026-08-07,,False,,,v2,,,"Único Notable de Villa Luro (Z31): el caso que justifica Places por sí solo. Teléfonos: 3647-7287 y 6051-1069. El catálogo oficial lo llama 'Bar Olimpo' (orden 12/90), no 'Café Olimpo'.",Verificado abierto por Diego el 07/08/2026 (v2). Nueve años sin una sola mención fechable en fuentes abiertas: tres intentos documentales fallaron y lo resolvió una verificación humana. El barrio del anexo NO se sostiene — ver TAREA 2.,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H040,Clásica y moderna,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Callao 892,Recoleta,-34.599001,-58.393113,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,USIG sobre la dirección del Boletín,,,False,,,,,si,,,,False,,,v2,,,,,bar_notable,,,,,,,,,
H077,Mar Azul,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Tucuman 1700,,-34.601939,-58.391132,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,USIG sobre la dirección del Boletín,,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,,,,,,,,
H030,Plaza Café,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Rivadavia 4732,,-34.616452,-58.432096,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,USIG sobre la dirección del Boletín,,,False,,,,,sin_verificar,,,,True,"sí · RES-MCGC-1225-26 (IF-2026-10314379-GCABA-DGPMYCH), orden 85/90, firmado 26/02/2026, verificado por descarga directa 2026-08-07",R10 Caballito,,,,,,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H004,Bar Boca a Boca,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Benito Perez Galdos 201,,-34.630228,-58.359397,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,USIG sobre la dirección del Boletín,,,False,,,,,sin_verificar,,,,True,"sí · RES-MCGC-1225-26 (IF-2026-10314379-GCABA-DGPMYCH), orden 20/90, firmado 26/02/2026, verificado por descarga directa 2026-08-07",sur ronda 1,,,,,,bar_notable,207,,,,,,,,
H010,Bar Conde,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Federico Lacroze 3193,,-34.577801,-58.449427,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,USIG sobre la dirección del Boletín,,,False,,,,,si,"verificado abierto al 29/07/2026, cinco días antes de la declaración del 03/08. En funcionamiento desde 1902.",2026-07-29,,True,"sí · RES-MCGC-1225-26 (IF-2026-10314379-GCABA-DGPMYCH), orden 5/90, firmado 26/02/2026, verificado por descarga directa 2026-08-07",R19 Federico Lacroze / Z43 Colegiales,,,,,,bar_notable,,,,,,,,,
H017,Bar Via 71,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Viamonte 1771,,-34.600753,-58.392349,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,USIG sobre la dirección del Boletín,,,False,,,,,sin_verificar,,,,True,"sí · RES-MCGC-1225-26 (IF-2026-10314379-GCABA-DGPMYCH), orden 19/90, firmado 26/02/2026, verificado por descarga directa 2026-08-07",R12 Centro,,,,,,bar_notable,,,,,,,,,
H020,Cabildo de Buenos Aires,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Peru 86,,-34.609028,-58.374846,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,USIG sobre la dirección del Boletín,,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,,,,,,,,
H021,Cafe Cortazar,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Jose Antonio Cabrera 3797,,-34.596464,-58.419818,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,USIG sobre la dirección del Boletín,,,False,,,,,sin_verificar,,,,True,"sí · RES-MCGC-1225-26 (IF-2026-10314379-GCABA-DGPMYCH), orden 23/90, firmado 26/02/2026, verificado por descarga directa 2026-08-07",R01 Palermo,,,,,,bar_notable,,,,,,,,,
H087,Cafe Rivas,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Estados Unidos 302,,-34.618461,-58.370277,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,USIG sobre la dirección del Boletín,,,False,,,,,sin_verificar,,,,True,"sí · RES-MCGC-1225-26 (IF-2026-10314379-GCABA-DGPMYCH), orden 28/90, firmado 26/02/2026, verificado por descarga directa 2026-08-07",R03 San Telmo,,,,,,bar_notable,,,,,,,,,
H090,Confiteria El Greco,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Rivadavia 5353,,-34.620162,-58.440853,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,USIG sobre la dirección del Boletín,,,False,,,,,sin_verificar,,,,True,"sí · RES-MCGC-1225-26 (IF-2026-10314379-GCABA-DGPMYCH), orden 38/90, firmado 26/02/2026, verificado por descarga directa 2026-08-07",R10 Caballito,,,,,,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H088,El Portuario,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Pinzon 102,,-34.632174,-58.356024,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,USIG sobre la dirección del Boletín,,,False,,,,,sin_verificar,,,,True,"sí · RES-MCGC-1225-26 (IF-2026-10314379-GCABA-DGPMYCH), orden 14/90, firmado 26/02/2026, verificado por descarga directa 2026-08-07",sur ronda 1,,,,,,bar_notable,,,,,,,,,
H089,Josephina's Cafe,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Guido 1532,,-34.592512,-58.38697,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,USIG sobre la dirección del Boletín,,,False,,,,,sin_verificar,,,,True,"sí · RES-MCGC-1225-26 (IF-2026-10314379-GCABA-DGPMYCH), orden 58/90, firmado 26/02/2026, verificado por descarga directa 2026-08-07",R06 Recoleta,,,,,,bar_notable,,,,,,,,,
H041,La Escuela,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Manuela Pedraza 2803,,-34.553649,-58.469955,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,USIG sobre la dirección del Boletín,,,False,,,,,sin_verificar,,,,True,"sí · RES-MCGC-1225-26 (IF-2026-10314379-GCABA-DGPMYCH), orden 62/90, firmado 26/02/2026, verificado por descarga directa 2026-08-07",Z41 Nunez,,,,,,bar_notable,,,,,,,,,
H068,La Opera,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Corrientes 1799,,-34.604335,-58.392047,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,USIG sobre la dirección del Boletín,,,False,,,,,sin_verificar,,,,True,"sí · RES-MCGC-1225-26 (IF-2026-10314379-GCABA-DGPMYCH), orden 66/90, firmado 26/02/2026, verificado por descarga directa 2026-08-07",R02 Av. Corrientes / R12,,,,,,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H063,La Orquidea,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Corrientes 4101,,-34.602917,-58.42267,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,USIG sobre la dirección del Boletín,,,False,,,,,probablemente_abierto,"Agencia NOVA, 07/08/2026: acto de entrega de diplomas a los doce nuevos Bares Notables el 04/08/2026, con La Orquídea entre los distinguidos. El organizador es el GCBA y es el GCBA el que nombra al establecimiento.",2026-08-07,,True,"sí · RES-MCGC-1225-26 (IF-2026-10314379-GCABA-DGPMYCH), orden 67/90, firmado 26/02/2026, verificado por descarga directa 2026-08-07",Z37 Almagro,v5,,,,,bar_notable,,,"No sube a verificado_abierto y el motivo es de escala, no de fuerza: el acto fue en la Casa de la Cultura, no en el local. La distinción es indicio fuerte, no constatación presencial. Queda en probablemente_abierto SIN pendiente de chequeo.",,,,,,
DIR-001,La Americana,Pizzería emblemática,APYCE + GCBA (2025),Av. Callao 83,Balvanera (Congreso),-34.608247,-58.391925,evidencia_2026 · alta,https://www.pizzerialaamericana.com.ar/,2025,alta,USIG sobre la dirección,,casa matriz e historica 1935,False,,,,,sin_verificar,,,,False,,,,,,,,pizzeria_emblematica,,,,,,,,,
DIR-002,El Fortin,Pizzería emblemática,APYCE + GCBA (2025),,Monte Castro,-34.624277,-58.511648,evidencia_2026 · baja,https://buenosaires.gob.ar/noticias/historias-de-mi-comuna-pizzeria-el-fortin,2025,baja,USIG por esquina (sin altura publicada),si,UNICO HUECO REAL: el GCBA confirma esquina y comuna pero NO publica altura. GEORREFERENCIAR POR ESQUINA,False,,,,,si,CPPHC ficha id=124; Canal 26 28/08/2025 sobre las 10 pizzerías emblemáticas.,2025-08-26,,False,,,,,,,,pizzeria_emblematica,,,,,,,,,
